station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction,time_num,date_num
1005,2014/5/2 2:00,29,170.3,7,0.4,63.2,2,0,13.7,759.4,38,4,24,2,2
1005,2014/5/2 3:00,26,170.3,7.3,0.4,57.3,2,0,13.7,759.4,38,4,24,3,2
1005,2014/5/2 4:00,25,170.3,9.1,0.3,53.6,2,0,13.7,759.4,38,4,24,4,2
1005,2014/5/2 5:00,22,170.3,9.1,0.3,20.2,2,0,13.5,760.3,35,4,24,5,2
1005,2014/5/2 6:00,20,170.3,8,0.3,65.3,2,0,13.5,760.3,35,4,24,6,2
1005,2014/5/2 7:00,13,170.3,8.9,0.3,72.8,2,0,13.5,760.3,35,4,24,7,2
1005,2014/5/2 8:00,12,170.3,9.6,0.3,81.8,2,0,14.4,762.2,24,8,4,8,2
1005,2014/5/2 9:00,34,170.3,9.9,0.3,77,2,0,14.4,762.2,24,8,4,9,2
1005,2014/5/2 10:00,32,170.3,13,0.3,71.7,2,0,14.4,762.2,24,8,4,10,2
1005,2014/5/2 11:00,26,170.3,13.5,0.3,75.9,2,0,18.6,763.6,14,4,24,11,2
1005,2014/5/2 12:00,20,170.3,13.9,0.3,77.3,2,0,18.6,763.6,14,4,24,12,2
1005,2014/5/2 13:00,14,170.3,11.5,0.2,79.8,2,0,18.6,763.6,14,4,24,13,2
1005,2014/5/2 14:00,8,170.3,10,0.2,78.2,2,0,21.8,761.6,11,2,3,14,2
1005,2014/5/2 15:00,18,170.3,11.5,0.2,78.5,2,0,21.8,761.6,11,2,3,15,2
1005,2014/5/2 16:00,24,170.3,14.6,0.2,79,2,0,21.8,761.6,11,2,3,16,2
1005,2014/5/2 17:00,8,170.3,11.7,0.2,82.2,2,0,20.5,762.2,24,3,24,17,2
1005,2014/5/2 18:00,18,170.3,13.5,0.2,80,2,0,20.5,762.2,24,3,24,18,2
1005,2014/5/2 19:00,28,138.9,11.1,0.2,80.9,2,0,20.5,762.2,24,3,24,19,2
1005,2014/5/2 20:00,42,138.9,16.1,0.3,74.6,2,0,15.7,763.7,38,1,14,20,2
1005,2014/5/2 21:00,10,138.9,30.4,0.3,57.4,2,0,15.7,763.7,38,1,14,21,2
1005,2014/5/2 22:00,17,138.9,60,0.5,28.9,2,0,15.7,763.7,38,1,14,22,2
1005,2014/5/2 23:00,24,138.9,70.1,0.5,15.4,2,0,13.3,763.6,49,1,2,23,2
1005,2014/5/3 0:00,32,138.9,71.4,0.6,11.5,2,0,13.3,763.6,49,1,2,0,3
1005,2014/5/3 1:00,28,138.9,61,0.5,15,2,0,13.3,763.6,49,1,2,1,3
1005,2014/5/3 2:00,39,138.9,76.7,0.6,2,2,0,11.4,762.6,56,2,23,2,3
1005,2014/5/3 3:00,34,44.3,75.7,0.5,2,2,0,11.4,762.6,56,2,23,3,3
1005,2014/5/3 4:00,33,39.5,72.6,0.5,2,2,0,11.4,762.6,56,2,23,4,3
1005,2014/5/3 5:00,37,55.5,68.5,0.6,2,2,0,11.1,761.1,53,1,23,5,3
1005,2014/5/3 6:00,41,41.1,70.1,0.6,2,2,0,11.1,761.1,53,1,23,6,3
1005,2014/5/3 7:00,37,47.8,64.3,0.6,2,2,0,11.1,761.1,53,1,23,7,3
1005,2014/5/3 8:00,53,56.9,64.8,0.8,2,8.3,0,15.8,760.3,37,4,23,8,3
1005,2014/5/3 9:00,65,76.8,63.4,0.7,8.5,14.1,0,15.8,760.3,37,4,23,9,3
1005,2014/5/3 10:00,96,76.8,50.1,0.6,28.2,15.6,0,15.8,760.3,37,4,23,10,3
1005,2014/5/3 11:00,60,136.5,43.4,0.6,45.3,17,0,21.7,757.3,27,5,3,11,3
1005,2014/5/3 12:00,75,81.7,40.9,0.6,62,18.1,0,21.7,757.3,27,5,3,12,3
1005,2014/5/3 13:00,63,87.5,39.9,0.6,72.9,19.5,0,21.7,757.3,27,5,3,13,3
1005,2014/5/3 14:00,72,115.2,36.7,0.5,81.4,13.1,0,21.6,756.5,24,6,23,14,3
1005,2014/5/3 15:00,46,112,29.1,0.4,83.1,7.8,0,21.6,756.5,24,6,23,15,3
1005,2014/5/3 16:00,36,48.8,31.1,0.4,77.1,4.6,0,21.6,756.5,24,6,23,16,3
1005,2014/5/3 17:00,34,57,18.2,0.3,73,5.3,0,22,756.4,12,4,24,17,3
1005,2014/5/3 18:00,37,74.4,16.8,0.3,75.7,2.2,0,22,756.4,12,4,24,18,3
1005,2014/5/3 19:00,111,358.1,15.7,0.3,70.4,2,0,22,756.4,12,4,24,19,3
1005,2014/5/3 20:00,105,766.4,14.2,0.2,60.3,2,0,17.1,760.5,16,9,24,20,3
1005,2014/5/3 21:00,79,364.9,11.4,0.2,59.5,2,0,17.1,760.5,16,9,24,21,3
1005,2014/5/3 22:00,34,141.1,8.5,0.2,69,2,0,17.1,760.5,16,9,24,22,3
1005,2014/5/3 23:00,27,54.1,6.4,0.2,72.6,2,0,13.2,763.3,23,5,24,23,3
1005,2014/5/4 0:00,33,89.1,5,0.2,76.9,2,0,13.2,763.3,23,5,24,0,4
1005,2014/5/4 1:00,30,61.8,5.2,0.3,76.3,2,0,13.2,763.3,23,5,24,1,4
1005,2014/5/4 2:00,29,45.6,7.9,0.3,71.7,2,0,11.4,763.5,27,4,24,2,4
1005,2014/5/4 3:00,25,40.3,6.5,0.3,72.7,2,0,11.4,763.5,27,4,24,3,4
1005,2014/5/4 4:00,32,36.3,7.6,0.3,70.8,2,0,11.4,763.5,27,4,24,4,4
1005,2014/5/4 5:00,39,36.3,6.9,0.3,71.7,2,0,9.8,763.6,28,3,24,5,4
1005,2014/5/4 6:00,28,31.3,7.1,0.3,71.9,2,0,9.8,763.6,28,3,24,6,4
1005,2014/5/4 7:00,29,35,10,0.3,68.8,2,0,9.8,763.6,28,3,24,7,4
1005,2014/5/4 8:00,41,50.3,18.9,0.3,58.8,2,0,13,763.3,18,3,24,8,4
1005,2014/5/4 9:00,40,46.6,12.2,0.3,65.5,2,0,13,763.3,18,3,24,9,4
1005,2014/5/4 10:00,22,61.4,10.4,0.2,68.2,2,0,13,763.3,18,3,24,10,4
1005,2014/5/4 11:00,20,56.1,10.6,0.2,70.3,2,0,16.1,763,8,9,24,11,4
1005,2014/5/4 12:00,26,60.5,10.3,0.2,73,2,0,16.1,763,8,9,24,12,4
1005,2014/5/4 13:00,26,60.5,8.7,0.2,74.9,2,0,16.1,763,8,9,24,13,4
1005,2014/5/4 14:00,22,181.3,6.8,0.2,72,2,0,17.8,762.9,8,8,4,14,4
1005,2014/5/4 15:00,32,82.9,7.3,0.2,73.7,2,0,17.8,762.9,8,8,4,15,4
1005,2014/5/4 16:00,17,42.4,9.1,0.2,73.4,2,0,17.8,762.9,8,8,4,16,4
1005,2014/5/4 17:00,19,23.4,9.7,0.2,75.8,2,0,17.2,763,10,4,24,17,4
1005,2014/5/4 18:00,16,18.3,9.2,0.2,73.9,2,0,17.2,763,10,4,24,18,4
1005,2014/5/4 19:00,16,23.6,11,0.2,72.5,2,0,17.2,763,10,4,24,19,4
1005,2014/5/4 20:00,20,22.2,13.5,0.2,71,2,0,14.7,763.9,15,2,24,20,4
1005,2014/5/4 21:00,18,45.9,25.1,0.3,56,2,0,14.7,763.9,15,2,24,21,4
1005,2014/5/4 22:00,28,101.2,58.8,0.4,20.9,2,0,14.7,763.9,15,2,24,22,4
1005,2014/5/4 23:00,48,76.9,81.1,0.9,2,3,0,10.4,764.4,33,1,13,23,4
1005,2014/5/5 0:00,60,67.2,79.1,1.3,2,4.3,0,10.4,764.4,33,1,13,0,5
1005,2014/5/5 1:00,60,73.1,73.4,0.9,2,3.4,0,10.4,764.4,33,1,13,1,5
1005,2014/5/5 2:00,57,73.1,66.3,0.7,2,2,0,6.9,763.6,49,0,0,2,5
1005,2014/5/5 3:00,41,73.1,59.5,0.5,2,2,0,6.9,763.6,49,0,0,3,5
1005,2014/5/5 4:00,39,73.1,59,0.4,2,2,0,6.9,763.6,49,0,0,4,5
1005,2014/5/5 5:00,51,52.8,59,0.4,2,2,0,9.3,764,33,3,14,5,5
1005,2014/5/5 6:00,33,35.1,67.9,0.4,2,2,0,9.3,764,33,3,14,6,5
1005,2014/5/5 7:00,29,29.2,64.7,0.4,3.6,2,0,9.3,764,33,3,14,7,5
1005,2014/5/5 8:00,30,46.7,59.8,0.4,10.3,2,0,14.1,765.4,13,5,4,8,5
1005,2014/5/5 9:00,39,58.1,38.3,0.3,33.4,2,0,14.1,765.4,13,5,4,9,5
1005,2014/5/5 10:00,126,58.1,23.7,0.3,50,2,0,14.1,765.4,13,5,4,10,5
1005,2014/5/5 11:00,27,58.1,18.3,0.2,59.5,2,0,17.2,764.8,11,3,14,11,5
1005,2014/5/5 12:00,25,58.1,18.6,0.2,63.3,2,0,17.2,764.8,11,3,14,12,5
1005,2014/5/5 13:00,26,58.1,14.9,0.2,71.7,2,0,17.2,764.8,11,3,14,13,5
1005,2014/5/5 14:00,21,58.1,13.6,0.2,77.7,2,0,19.5,762.5,13,2,23,14,5
1005,2014/5/5 15:00,29,58.1,15.3,0.2,81.8,2,0,19.5,762.5,13,2,23,15,5
1005,2014/5/5 16:00,23,58.1,18.1,0.3,91.5,2,0,19.5,762.5,13,2,23,16,5
1005,2014/5/5 17:00,32,58.1,23.5,0.3,95.9,2,0,20.4,760.9,14,3,23,17,5
1005,2014/5/5 18:00,165,58.1,23.4,0.3,95.5,2,0,20.4,760.9,14,3,23,18,5
1005,2014/5/5 19:00,32,58.1,16.4,0.3,100.9,2,0,20.4,760.9,14,3,23,19,5
1005,2014/5/5 20:00,30,58.1,34.1,0.4,84,2,0,16.9,761.4,20,1,3,20,5
1005,2014/5/5 21:00,42,58.1,55.6,0.5,60.4,4.2,0,16.9,761.4,20,1,3,21,5
1005,2014/5/5 22:00,42,58.1,85.9,0.6,27.9,10.7,0,16.9,761.4,20,1,3,22,5
1005,2014/5/5 23:00,56,58.1,98.3,0.8,14.4,10,0,14,761.4,28,3,23,23,5
1005,2014/5/6 0:00,52,58.1,74.8,0.6,28.3,9.5,0,14,761.4,28,3,23,0,6
1005,2014/5/6 1:00,47,58.1,46.4,0.5,42.2,8.9,0,14,761.4,28,3,23,1,6
1005,2014/5/6 2:00,45,58.1,40.1,0.7,40.3,12,0,11.8,760.1,37,2,13,2,6
1005,2014/5/6 3:00,57,58.1,31.7,0.7,47.3,17.2,0,11.8,760.1,37,2,13,3,6
1005,2014/5/6 4:00,70,58.1,51.8,1,29.1,13.7,0,11.8,760.1,37,2,13,4,6
1005,2014/5/6 5:00,65,58.1,68.8,1,12.3,8.6,0,9.8,759.3,52,1,14,5,6
1005,2014/5/6 6:00,56,58.1,86.3,0.8,2,7.6,0,9.8,759.3,52,1,14,6,6
1005,2014/5/6 7:00,76,58.1,87.8,0.9,2,7.6,0,9.8,759.3,52,1,14,7,6
1005,2014/5/6 8:00,69,58.1,88.6,1,3.3,13.1,0,13.8,758.5,41,2,4,8,6
1005,2014/5/6 9:00,110,58.1,79.4,1.1,13,21.5,0,13.8,758.5,41,2,4,9,6
1005,2014/5/6 10:00,61,58.1,63.8,1,31.7,26,0,13.8,758.5,41,2,4,10,6
1005,2014/5/6 11:00,56,58.1,63.1,0.9,39.3,26.7,0,17.7,757.2,34,3,14,11,6
1005,2014/5/6 12:00,56,58.1,63.1,0.9,39.3,26.7,0,17.7,757.2,34,3,14,12,6
1005,2014/5/6 13:00,56,58.1,63.1,0.9,39.3,26.7,0,17.7,757.2,34,3,14,13,6
1005,2014/5/6 14:00,56,58.1,63.1,0.9,39.3,26.7,0,19.8,754.9,34,3,14,14,6
1005,2014/5/6 15:00,56,58.1,63.1,0.9,39.3,26.7,0,19.8,754.9,34,3,14,15,6
1005,2014/5/6 16:00,56,58.1,63.1,0.9,39.3,26.7,0,19.8,754.9,34,3,14,16,6
1005,2014/5/6 17:00,56,58.1,63.1,0.9,39.3,26.7,0,20.2,753,37,2,1,17,6
1005,2014/5/6 18:00,56,58.1,63.1,0.9,39.3,26.7,0,20.2,753,37,2,1,18,6
1005,2014/5/6 19:00,56,58.1,63.1,0.9,39.3,26.7,0,20.2,753,37,2,1,19,6
1005,2014/5/6 20:00,56,58.1,63.1,0.9,39.3,26.7,0,18.9,753.4,44,3,14,20,6
1005,2014/5/6 21:00,56,58.1,63.1,0.9,39.3,26.7,0,18.9,753.4,44,3,14,21,6
1005,2014/5/6 22:00,56,58.1,63.1,0.9,39.3,26.7,0,18.9,753.4,44,3,14,22,6
1005,2014/5/6 23:00,56,58.1,63.1,0.9,39.3,26.7,0,16.6,752.8,65,2,14,23,6
1005,2014/5/7 0:00,56,58.1,63.1,0.9,39.3,26.7,0,16.6,752.8,65,2,14,0,7
1005,2014/5/7 1:00,56,58.1,63.1,0.9,39.3,26.7,0,16.6,752.8,65,2,14,1,7
1005,2014/5/7 2:00,56,58.1,63.1,0.9,39.3,26.7,0,15.1,752.3,68,2,14,2,7
1005,2014/5/7 3:00,56,58.1,63.1,0.9,39.3,26.7,0,15.1,752.3,68,2,14,3,7
1005,2014/5/7 4:00,56,58.1,63.1,0.9,39.3,26.7,0,15.1,752.3,68,2,14,4,7
1005,2014/5/7 5:00,56,58.1,63.1,0.9,39.3,26.7,0,12.8,752.4,77,2,14,5,7
1005,2014/5/7 6:00,56,58.1,63.1,0.9,39.3,26.7,0,12.8,752.4,77,2,14,6,7
1005,2014/5/7 7:00,56,58.1,63.1,0.9,39.3,26.7,0,12.8,752.4,77,2,14,7,7
1005,2014/5/7 8:00,56,58.1,63.1,0.9,39.3,26.7,0,18.3,754.1,44,3,4,8,7
1005,2014/5/7 9:00,56,58.1,63.1,0.9,39.3,26.7,0,18.3,754.1,44,3,4,9,7
1005,2014/5/7 10:00,56,58.1,63.1,0.9,39.3,26.7,0,18.3,754.1,44,3,4,10,7
1005,2014/5/7 11:00,56,58.1,63.1,0.9,39.3,26.7,0,21.8,754.9,17,5,4,11,7
1005,2014/5/7 12:00,56,58.1,63.1,0.9,39.3,26.7,0,21.8,754.9,17,5,4,12,7
1005,2014/5/7 13:00,56,58.1,63.1,0.9,39.3,26.7,0,21.8,754.9,17,5,4,13,7
1005,2014/5/7 14:00,56,58.1,63.1,0.9,39.3,26.7,0,25,754.6,13,5,24,14,7
1005,2014/5/7 15:00,56,58.1,63.1,0.9,39.3,26.7,0,25,754.6,13,5,24,15,7
1005,2014/5/7 16:00,56,58.1,63.1,0.9,39.3,26.7,0,25,754.6,13,5,24,16,7
1005,2014/5/7 17:00,56,58.1,63.1,0.9,39.3,26.7,0,25.5,754.6,11,3,24,17,7
1005,2014/5/7 18:00,56,58.1,63.1,0.9,39.3,26.7,0,25.5,754.6,11,3,24,18,7
1005,2014/5/7 19:00,56,58.1,63.1,0.9,39.3,26.7,0,25.5,754.6,11,3,24,19,7
1005,2014/5/7 20:00,56,58.1,63.1,0.9,39.3,26.7,0,20.9,757,21,2,14,20,7
1005,2014/5/7 21:00,56,58.1,63.1,0.9,39.3,26.7,0,20.9,757,21,2,14,21,7
1005,2014/5/7 22:00,56,58.1,63.1,0.9,39.3,26.7,0,20.9,757,21,2,14,22,7
1005,2014/5/7 23:00,56,58.1,63.1,0.9,39.3,26.7,0,15.7,760,62,2,14,23,7
1005,2014/5/8 0:00,56,58.1,63.1,0.9,39.3,26.7,0,15.7,760,62,2,14,0,8
1005,2014/5/8 1:00,56,58.1,63.1,0.9,39.3,26.7,0,15.7,760,62,2,14,1,8
1005,2014/5/8 2:00,56,58.1,63.1,0.9,39.3,26.7,0,12.7,761.2,79,1,2,2,8
1005,2014/5/8 3:00,56,58.1,63.1,0.9,39.3,26.7,0,12.7,761.2,79,1,2,3,8
1005,2014/5/8 4:00,56,58.1,63.1,0.9,39.3,26.7,0,12.7,761.2,79,1,2,4,8
1005,2014/5/8 5:00,56,58.1,63.1,0.9,39.3,26.7,0,10.9,761.2,86,1,23,5,8
1005,2014/5/8 6:00,56,58.1,63.1,0.9,39.3,26.7,0,10.9,761.2,86,1,23,6,8
1005,2014/5/8 7:00,56,58.1,63.1,0.9,39.3,26.7,0,10.9,761.2,86,1,23,7,8
1005,2014/5/8 8:00,56,58.1,63.1,0.9,39.3,26.7,0,16.4,762.1,63,1,24,8,8
1005,2014/5/8 9:00,56,58.1,63.1,0.9,39.3,26.7,0,16.4,762.1,63,1,24,9,8
1005,2014/5/8 10:00,56,58.1,63.1,0.9,39.3,26.7,0,16.4,762.1,63,1,24,10,8
1005,2014/5/8 11:00,56,58.1,63.1,0.9,39.3,26.7,0,20.7,761.9,36,3,3,11,8
1005,2014/5/8 12:00,56,58.1,63.1,0.9,39.3,26.7,0,20.7,761.9,36,3,3,12,8
1005,2014/5/8 13:00,49,52.4,20.1,0.7,128.1,11.9,0,20.7,761.9,36,3,3,13,8
1005,2014/5/8 14:00,49,52.4,20.1,0.7,128.1,11.9,0,21.6,759.7,34,4,3,14,8
1005,2014/5/8 15:00,51,51.5,18,0.7,130.7,9.8,0,21.6,759.7,34,4,3,15,8
1005,2014/5/8 16:00,48,67.3,25.1,0.8,142.5,10.9,0,21.6,759.7,34,4,3,16,8
1005,2014/5/8 17:00,69,72.4,23.1,0.8,152.9,12.6,0,22.9,758.5,28,3,3,17,8
1005,2014/5/8 18:00,64,65.4,29.6,0.8,148,11.8,0,22.9,758.5,28,3,3,18,8
1005,2014/5/8 19:00,52,61.1,25.6,0.7,150.3,10.9,0,22.9,758.5,28,3,3,19,8
1005,2014/5/8 20:00,53,72.1,35.2,0.7,138.3,10,0,19.5,759.3,37,4,1,20,8
1005,2014/5/8 21:00,64,77,45.9,0.8,117.8,10.6,0,19.5,759.3,37,4,1,21,8
1005,2014/5/8 22:00,52,70.5,31.7,1.1,121.7,15,0,19.5,759.3,37,4,1,22,8
1005,2014/5/8 23:00,49,78.9,40.9,1.1,96.7,14.9,0,17.7,760.7,45,2,1,23,8
1005,2014/5/9 0:00,54,80.8,44.4,1.3,79.7,17.5,0,17.7,760.7,45,2,1,0,9
1005,2014/5/9 1:00,56,74.4,40.6,1.3,87.7,19.3,0,17.7,760.7,45,2,1,1,9
1005,2014/5/9 2:00,60,73.2,41.7,1.3,78.4,19.2,0,16.8,761,49,1,14,2,9
1005,2014/5/9 3:00,68,80.9,45.8,1.4,67.9,21.4,0,16.8,761,49,1,14,3,9
1005,2014/5/9 4:00,80,105.3,96,1.3,21.4,24.5,0,16.8,761,49,1,14,4,9
1005,2014/5/9 5:00,81,90.5,86.7,1.2,27.6,21.2,0,16.6,760.8,45,3,1,5,9
1005,2014/5/9 6:00,67,69.1,59.4,1,50,20.2,0,16.6,760.8,45,3,1,6,9
1005,2014/5/9 7:00,66,70.8,58,0.9,51.2,19.9,0,16.6,760.8,45,3,1,7,9
1005,2014/5/9 8:00,82,86.7,79.9,1.6,30.6,29.4,0,16.7,761.3,48,5,1,8,9
1005,2014/5/9 9:00,94,104.8,83.6,2.6,31.1,47.5,0,16.7,761.3,48,5,1,9,9
1005,2014/5/9 10:00,105,120,88.2,3.1,29.2,57.9,0,16.7,761.3,48,5,1,10,9
1005,2014/5/9 11:00,98,114.7,77.5,3,41.6,56.3,0,17.4,761.8,57,2,13,11,9
1005,2014/5/9 12:00,98,101.1,69.9,2.4,49.4,44.1,0,17.4,761.8,57,2,13,12,9
1005,2014/5/9 13:00,79,86.7,55.8,1.7,61.9,31.4,0,17.4,761.8,57,2,13,13,9
1005,2014/5/9 14:00,74,80.8,46.8,1.3,74,26.5,0,19.4,760.7,47,4,14,14,9
1005,2014/5/9 15:00,67,74.2,41.1,1.1,88.4,26.2,0,19.4,760.7,47,4,14,15,9
1005,2014/5/9 16:00,61,74.2,41.8,1,98.1,24.3,0,19.4,760.7,47,4,14,16,9
1005,2014/5/9 17:00,67,69.9,52.7,1.3,79.6,21.4,0,19.9,759.7,35,6,13,17,9
1005,2014/5/9 18:00,76,84.2,64.4,1.5,66.3,23.5,0,19.9,759.7,35,6,13,18,9
1005,2014/5/9 19:00,53,59.7,43,0.9,112.5,16.2,0,19.9,759.7,35,6,13,19,9
1005,2014/5/9 20:00,35,83.8,39.1,0.6,113.6,10.9,0,18.4,760.9,37,4,1,20,9
1005,2014/5/9 21:00,37,71.4,35.2,0.6,111.8,13.2,0,18.4,760.9,37,4,1,21,9
1005,2014/5/9 22:00,38,64,31.6,0.5,108,8.4,0,18.4,760.9,37,4,1,22,9
1005,2014/5/9 23:00,49,73.8,41.1,0.8,90.3,11.2,0,16,761.8,50,4,14,23,9
1005,2014/5/10 0:00,54,69.8,41.1,0.9,85.5,12.6,0,16,761.8,50,4,14,0,10
1005,2014/5/10 1:00,54,72.5,37.7,1.1,84.4,15.3,0,16,761.8,50,4,14,1,10
1005,2014/5/10 2:00,57,64.5,36.6,1.1,78.3,15.1,0,15.3,761.8,51,2,14,2,10
1005,2014/5/10 3:00,47,57.6,35,1.1,75.3,16.2,0,15.3,761.8,51,2,14,3,10
1005,2014/5/10 4:00,48,54.3,39.6,1.1,64.5,17.4,0,15.3,761.8,51,2,14,4,10
1005,2014/5/10 5:00,45,53.4,44.3,1.2,56.5,19.8,0,14.5,761.9,55,3,14,5,10
1005,2014/5/10 6:00,44,55.8,50.8,1.2,46.4,18.5,0,14.5,761.9,55,3,14,6,10
1005,2014/5/10 7:00,44,55.1,61.7,1.2,36.2,19.8,0,14.5,761.9,55,3,14,7,10
1005,2014/5/10 8:00,48,59.8,56.4,1.2,40.3,20.5,0,15.7,762.7,51,4,14,8,10
1005,2014/5/10 9:00,48,63,50.8,1.3,47.8,25.3,0,15.7,762.7,51,4,14,9,10
1005,2014/5/10 10:00,56,64.6,50.2,1.3,53.5,27.1,0,15.7,762.7,51,4,14,10,10
1005,2014/5/10 11:00,55,62.8,52.5,1.3,54.5,28.4,0,17.5,762.7,51,3,1,11,10
1005,2014/5/10 12:00,57,66,53,1.3,60.3,28.8,0,17.5,762.7,51,3,1,12,10
1005,2014/5/10 13:00,58,70.1,53.2,1.4,63.6,30.4,0,17.5,762.7,51,3,1,13,10
1005,2014/5/10 14:00,59,67.9,52.3,1.4,67.5,29.7,0,19.3,761.6,44,4,14,14,10
1005,2014/5/10 15:00,59,69.7,55.1,1.5,67.2,30.4,0,19.3,761.6,44,4,14,15,10
1005,2014/5/10 16:00,62,73.4,57.5,1.5,70.4,31.5,0,19.3,761.6,44,4,14,16,10
1005,2014/5/10 17:00,60,77.1,57.6,1.4,79.7,27.6,0,20.6,760.7,34,2,14,17,10
1005,2014/5/10 18:00,70,73.5,57.9,1.3,81,24.7,0,20.6,760.7,34,2,14,18,10
1005,2014/5/10 19:00,60,73.3,59.1,1.3,78,23.7,0,20.6,760.7,34,2,14,19,10
1005,2014/5/10 20:00,66,89.2,79.7,1.4,56,21.6,0,19.1,761.4,39,1,13,20,10
1005,2014/5/10 21:00,76,100.1,106.7,1.5,28.6,19.7,0,19.1,761.4,39,1,13,21,10
1005,2014/5/10 22:00,80,106.6,99.7,1.4,30.4,18.3,0,19.1,761.4,39,1,13,22,10
1005,2014/5/10 23:00,57,74.9,71.3,0.9,52.1,13.4,0,13.3,762.4,77,1,14,23,10
1005,2014/5/11 0:00,34,52.1,37.6,0.6,65.8,4.9,0,13.3,762.4,77,1,14,0,11
1005,2014/5/11 1:00,35,36,43.5,0.7,39.3,2.9,0,13.3,762.4,77,1,14,1,11
1005,2014/5/11 2:00,42,36,44.1,0.8,29.8,2,0,10.5,760,90,3,14,2,11
1005,2014/5/11 3:00,39,36,28.8,0.7,43.8,2,0,10.5,760,90,3,14,3,11
1005,2014/5/11 4:00,46,36,33.6,1.2,34.9,2,0,10.5,760,90,3,14,4,11
1005,2014/5/11 5:00,49,36,33.6,1,17,2,0,10.6,757.9,92,2,14,5,11
1005,2014/5/11 6:00,49,36,25.7,1.1,47.6,2,0,10.6,757.9,92,2,14,6,11
1005,2014/5/11 7:00,47,36,25.4,1,55.2,2,0,10.6,757.9,92,2,14,7,11
1005,2014/5/11 8:00,40,36,25.3,1,58.9,2,0,11.3,756.7,94,3,14,8,11
1005,2014/5/11 9:00,31,36,23.2,0.9,66.3,2,0,11.3,756.7,94,3,14,9,11
1005,2014/5/11 10:00,28,36,27.3,0.9,61.5,2,0,11.3,756.7,94,3,14,10,11
1005,2014/5/11 11:00,26,36,32.5,0.9,56.9,2,0,11.2,755.5,91,4,14,11,11
1005,2014/5/11 12:00,24,36,26.7,0.9,64.2,2,0,11.2,755.5,91,4,14,12,11
1005,2014/5/11 13:00,14,36,20.6,0.7,75.8,2,0,11.2,755.5,91,4,14,13,11
1005,2014/5/11 14:00,10,36,16.6,0.6,87.8,2,0,12,753.2,83,3,14,14,11
