station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction,time_num,date_num
1002,2014/5/2 1:00,28,41.8,6.6,0.4,83.3,4.8,0,15.1,759.2,42,5,4,1,2
1002,2014/5/2 2:00,23,25.6,5.9,0.4,82.4,5.1,0,13.7,759.4,38,4,24,2,2
1002,2014/5/2 3:00,22,22.6,5.6,0.4,81.9,3.2,0,13.7,759.4,38,4,24,3,2
1002,2014/5/2 4:00,17,20.9,4.9,0.3,84.4,2.5,0,13.7,759.4,38,4,24,4,2
1002,2014/5/2 5:00,20,22.8,4.9,0.3,58.4,2.5,0,13.5,760.3,35,4,24,5,2
1002,2014/5/2 6:00,21,29,4.9,0.3,88.4,3,0,13.5,760.3,35,4,24,6,2
1002,2014/5/2 7:00,9,29,3.7,0.3,105.5,2,0,13.5,760.3,35,4,24,7,2
1002,2014/5/2 8:00,6,20.1,4.6,0.3,108.8,2.8,0,14.4,762.2,24,8,4,8,2
1002,2014/5/2 9:00,13,27.9,5,0.3,100.9,4.6,0,14.4,762.2,24,8,4,9,2
1002,2014/5/2 10:00,20,40.7,4.6,0.3,99.2,2.9,0,14.4,762.2,24,8,4,10,2
1002,2014/5/2 11:00,24,34.7,2,0.3,105.8,2,0,18.6,763.6,14,4,24,11,2
1002,2014/5/2 12:00,17,37.6,4.4,0.3,109.1,2.1,0,18.6,763.6,14,4,24,12,2
1002,2014/5/2 13:00,20,23.3,4.2,0.2,111.3,2,0,18.6,763.6,14,4,24,13,2
1002,2014/5/2 14:00,16,16.7,4.5,0.3,114.1,2,0,21.8,761.6,11,2,3,14,2
1002,2014/5/2 15:00,9,15.8,2,0.2,111.1,2,0,21.8,761.6,11,2,3,15,2
1002,2014/5/2 16:00,6,39.3,5.3,0.2,115.9,2,0,21.8,761.6,11,2,3,16,2
1002,2014/5/2 17:00,3,25.6,4.9,0.2,115.6,2,0,20.5,762.2,24,3,24,17,2
1002,2014/5/2 18:00,7,31.9,4.8,0.2,112.4,2,0,20.5,762.2,24,3,24,18,2
1002,2014/5/2 19:00,39,139.5,5,0.2,107.3,2,0,20.5,762.2,24,3,24,19,2
1002,2014/5/2 20:00,79,139.5,4.8,0.2,106.5,2,0,15.7,763.7,38,1,14,20,2
1002,2014/5/2 21:00,31,139.5,6.1,0.2,97.4,2,0,15.7,763.7,38,1,14,21,2
1002,2014/5/2 22:00,15,139.5,7,0.2,90.7,2,0,15.7,763.7,38,1,14,22,2
1002,2014/5/2 23:00,20,139.5,4.2,0.2,101.3,2,0,13.3,763.6,49,1,2,23,2
1002,2014/5/3 0:00,9,139.5,18.8,0.2,74.2,2,0,13.3,763.6,49,1,2,0,3
1002,2014/5/3 1:00,7,139.5,31.7,0.3,59,6.3,0,13.3,763.6,49,1,2,1,3
1002,2014/5/3 2:00,14,139.5,33.8,0.3,48.4,3,0,11.4,762.6,56,2,23,2,3
1002,2014/5/3 3:00,11,139.5,73.9,0.3,15,2,0,11.4,762.6,56,2,23,3,3
1002,2014/5/3 4:00,22,139.5,56.4,0.3,29,2,0,11.4,762.6,56,2,23,4,3
1002,2014/5/3 5:00,8,139.5,35,0.3,40.4,2,0,11.1,761.1,53,1,23,5,3
1002,2014/5/3 6:00,10,139.5,47,0.3,28.7,2,0,11.1,761.1,53,1,23,6,3
1002,2014/5/3 7:00,12,46.4,74.1,0.4,11.5,2,0,11.1,761.1,53,1,23,7,3
1002,2014/5/3 8:00,16,41.1,54.2,0.4,23.6,2,0,15.8,760.3,37,4,23,8,3
1002,2014/5/3 9:00,17,49.7,60,0.4,24.8,2.2,0,15.8,760.3,37,4,23,9,3
1002,2014/5/3 10:00,27,62.7,62.4,0.4,32.2,3.8,0,15.8,760.3,37,4,23,10,3
1002,2014/5/3 11:00,38,80.6,73.5,0.5,39.9,5.8,0,21.7,757.3,27,5,3,11,3
1002,2014/5/3 12:00,45,99.8,62.9,0.5,64.5,10.6,0,21.7,757.3,27,5,3,12,3
1002,2014/5/3 13:00,42,107,24.7,0.4,113.1,12.6,0,21.7,757.3,27,5,3,13,3
1002,2014/5/3 14:00,46,174.1,24.3,0.5,126.4,15.1,0,21.6,756.5,24,6,23,14,3
1002,2014/5/3 15:00,19,57,10,0.4,123.9,7.3,0,21.6,756.5,24,6,23,15,3
1002,2014/5/3 16:00,16,54.4,9.4,0.3,109,7.7,0,21.6,756.5,24,6,23,16,3
1002,2014/5/3 17:00,21,86.6,4.2,0.3,113.6,4.2,0,22,756.4,12,4,24,17,3
1002,2014/5/3 18:00,116,145.9,3.2,0.3,115.4,3.7,0,22,756.4,12,4,24,18,3
1002,2014/5/3 19:00,33,359.6,2.8,0.2,103,2,0,22,756.4,12,4,24,19,3
1002,2014/5/3 20:00,34,415.5,3.5,0.2,98.9,2,0,17.1,760.5,16,9,24,20,3
1002,2014/5/3 21:00,24,181,4.2,0.2,96,2,0,17.1,760.5,16,9,24,21,3
1002,2014/5/3 22:00,56,111.9,5.4,0.3,93.3,3.4,0,17.1,760.5,16,9,24,22,3
1002,2014/5/3 23:00,40,133.8,4.1,0.3,98.5,2,0,13.2,763.3,23,5,24,23,3
1002,2014/5/4 0:00,35,98.6,4.7,0.3,96.5,2,0,13.2,763.3,23,5,24,0,4
1002,2014/5/4 1:00,28,72.9,5.2,0.3,93.6,2,0,13.2,763.3,23,5,24,1,4
1002,2014/5/4 2:00,38,59,5.6,0.3,91.5,2.2,0,11.4,763.5,27,4,24,2,4
1002,2014/5/4 3:00,38,59,4.3,0.3,93.8,2,0,11.4,763.5,27,4,24,3,4
1002,2014/5/4 4:00,36,59,4.5,0.3,94.4,2,0,11.4,763.5,27,4,24,4,4
1002,2014/5/4 5:00,39,59,5.1,0.3,93,2,0,9.8,763.6,28,3,24,5,4
1002,2014/5/4 6:00,38,59,5.1,0.3,93.1,2,0,9.8,763.6,28,3,24,6,4
1002,2014/5/4 7:00,46,59,4.6,0.3,93.9,2,0,9.8,763.6,28,3,24,7,4
1002,2014/5/4 8:00,51,59,4.5,0.3,94,2,0,13,763.3,18,3,24,8,4
1002,2014/5/4 9:00,40,59,4.7,0.3,93.9,2,0,13,763.3,18,3,24,9,4
1002,2014/5/4 10:00,40,59,4.4,0.3,96,2,0,13,763.3,18,3,24,10,4
1002,2014/5/4 11:00,38,59,3.8,0.3,99.7,2,0,16.1,763,8,9,24,11,4
1002,2014/5/4 12:00,38,59,2.3,0.2,106.6,2,0,16.1,763,8,9,24,12,4
1002,2014/5/4 13:00,46,59,2,0.2,108.9,2,0,16.1,763,8,9,24,13,4
1002,2014/5/4 14:00,31,59,2,0.3,106.7,2,0,17.8,762.9,8,8,4,14,4
1002,2014/5/4 15:00,35,59,2,0.3,105.2,2,0,17.8,762.9,8,8,4,15,4
1002,2014/5/4 16:00,40,59,2.2,0.3,103.9,2,0,17.8,762.9,8,8,4,16,4
1002,2014/5/4 17:00,43,59,2.9,0.1,101.9,2,0,17.2,763,10,4,24,17,4
1002,2014/5/4 18:00,41,59,2.9,0.2,100.7,2,0,17.2,763,10,4,24,18,4
1002,2014/5/4 19:00,38,59,3.5,0.2,99.3,2,0,17.2,763,10,4,24,19,4
1002,2014/5/4 20:00,35,59,5.5,0.2,95.9,2,0,14.7,763.9,15,2,24,20,4
1002,2014/5/4 21:00,31,59,8.9,0.2,81.4,2,0,14.7,763.9,15,2,24,21,4
1002,2014/5/4 22:00,21,59,11.7,0.2,71.7,2,0,14.7,763.9,15,2,24,22,4
1002,2014/5/4 23:00,24,59,15.2,0.2,65.9,2,0,10.4,764.4,33,1,13,23,4
1002,2014/5/5 0:00,20,59,12.9,0.2,68.7,2,0,10.4,764.4,33,1,13,0,5
1002,2014/5/5 1:00,11,59,8.1,0.2,72.2,2,0,10.4,764.4,33,1,13,1,5
1002,2014/5/5 2:00,14,59,9.6,0.2,72.7,2,0,6.9,763.6,49,0,0,2,5
1002,2014/5/5 3:00,16,59,11.6,0.2,69.8,2.9,0,6.9,763.6,49,0,0,3,5
1002,2014/5/5 4:00,20,59,16.9,0.2,64.8,2.2,0,6.9,763.6,49,0,0,4,5
1002,2014/5/5 5:00,18,59,16.9,0.2,50.4,2,0,9.3,764,33,3,14,5,5
1002,2014/5/5 6:00,16,59,16.9,0.2,72,2.1,0,9.3,764,33,3,14,6,5
1002,2014/5/5 7:00,23,59,15.4,0.2,73.7,2,0,9.3,764,33,3,14,7,5
1002,2014/5/5 8:00,19,59,16.7,0.2,76.1,2,0,14.1,765.4,13,5,4,8,5
1002,2014/5/5 9:00,22,59,11.6,0.2,85,2,0,14.1,765.4,13,5,4,9,5
1002,2014/5/5 10:00,34,59,10.4,0.2,92.6,2.3,0,14.1,765.4,13,5,4,10,5
1002,2014/5/5 11:00,31,59,8.7,0.2,98.4,2.9,0,17.2,764.8,11,3,14,11,5
1002,2014/5/5 12:00,46,59,5.6,0.2,106.7,2.6,0,17.2,764.8,11,3,14,12,5
1002,2014/5/5 13:00,38,59,5,0.2,111.4,3.4,0,17.2,764.8,11,3,14,13,5
1002,2014/5/5 14:00,36,59,3.4,0.2,116.3,6,0,19.5,762.5,13,2,23,14,5
1002,2014/5/5 15:00,32,59,2,0.2,119.8,3.7,0,19.5,762.5,13,2,23,15,5
1002,2014/5/5 16:00,38,59,5.3,0.2,120.7,3.4,0,19.5,762.5,13,2,23,16,5
1002,2014/5/5 17:00,39,59,18,0.2,115.3,3.8,0,20.4,760.9,14,3,23,17,5
1002,2014/5/5 18:00,49,59,13.5,0.2,142.7,5.1,0,20.4,760.9,14,3,23,18,5
1002,2014/5/5 19:00,129,59,13.8,0.2,138.3,4.6,0,20.4,760.9,14,3,23,19,5
1002,2014/5/5 20:00,121,59,18.3,0.2,129.9,4.3,0,16.9,761.4,20,1,3,20,5
1002,2014/5/5 21:00,26,59,23.1,0.3,124,7.5,0,16.9,761.4,20,1,3,21,5
1002,2014/5/5 22:00,28,59,23,0.3,122.9,15.4,0,16.9,761.4,20,1,3,22,5
1002,2014/5/5 23:00,31,59,53.2,0.3,89.8,30.2,0,14,761.4,28,3,23,23,5
1002,2014/5/6 0:00,35,59,112.4,0.5,23.6,10.9,0,14,761.4,28,3,23,0,6
1002,2014/5/6 1:00,47,59,124.4,0.5,6.7,8.8,0,14,761.4,28,3,23,1,6
1002,2014/5/6 2:00,41,59,82.9,0.5,25.5,8.4,0,11.8,760.1,37,2,13,2,6
1002,2014/5/6 3:00,48,59,62,0.5,33.6,9.6,0,11.8,760.1,37,2,13,3,6
1002,2014/5/6 4:00,51,59,58.8,0.6,31.4,10,0,11.8,760.1,37,2,13,4,6
1002,2014/5/6 5:00,45,59,95.5,0.7,15.2,13.6,0,9.8,759.3,52,1,14,5,6
1002,2014/5/6 6:00,49,59,111.3,0.8,5,17.8,0,9.8,759.3,52,1,14,6,6
1002,2014/5/6 7:00,53,59,104.1,0.9,9.1,22.4,0,9.8,759.3,52,1,14,7,6
1002,2014/5/6 8:00,49,59,73.6,0.9,38,27.7,0,13.8,758.5,41,2,4,8,6
1002,2014/5/6 9:00,50,59,52.6,0.8,60.4,28.3,0,13.8,758.5,41,2,4,9,6
1002,2014/5/6 10:00,46,59,45.3,0.8,73.3,30.5,0,13.8,758.5,41,2,4,10,6
1002,2014/5/6 11:00,66,59,43.7,0.8,83.3,31.4,0,17.7,757.2,34,3,14,11,6
1002,2014/5/6 12:00,66,59,43.7,0.8,83.3,31.4,0,17.7,757.2,34,3,14,12,6
1002,2014/5/6 13:00,66,59,43.7,0.8,83.3,31.4,0,17.7,757.2,34,3,14,13,6
1002,2014/5/6 14:00,66,59,43.7,0.8,83.3,31.4,0,19.8,754.9,34,3,14,14,6
1002,2014/5/6 15:00,66,59,43.7,0.8,83.3,31.4,0,19.8,754.9,34,3,14,15,6
1002,2014/5/6 16:00,66,59,43.7,0.8,83.3,31.4,0,19.8,754.9,34,3,14,16,6
1002,2014/5/6 17:00,66,59,43.7,0.8,83.3,31.4,0,20.2,753,37,2,1,17,6
1002,2014/5/6 18:00,66,59,43.7,0.8,83.3,31.4,0,20.2,753,37,2,1,18,6
1002,2014/5/6 19:00,66,59,43.7,0.8,83.3,31.4,0,20.2,753,37,2,1,19,6
1002,2014/5/6 20:00,66,59,43.7,0.8,83.3,31.4,0,18.9,753.4,44,3,14,20,6
1002,2014/5/6 21:00,66,59,43.7,0.8,83.3,31.4,0,18.9,753.4,44,3,14,21,6
1002,2014/5/6 22:00,66,59,43.7,0.8,83.3,31.4,0,18.9,753.4,44,3,14,22,6
1002,2014/5/6 23:00,66,59,43.7,0.8,83.3,31.4,0,16.6,752.8,65,2,14,23,6
1002,2014/5/7 0:00,66,59,43.7,0.8,83.3,31.4,0,16.6,752.8,65,2,14,0,7
1002,2014/5/7 1:00,66,59,43.7,0.8,83.3,31.4,0,16.6,752.8,65,2,14,1,7
1002,2014/5/7 2:00,66,59,43.7,0.8,83.3,31.4,0,15.1,752.3,68,2,14,2,7
1002,2014/5/7 3:00,66,59,43.7,0.8,83.3,31.4,0,15.1,752.3,68,2,14,3,7
1002,2014/5/7 4:00,66,59,43.7,0.8,83.3,31.4,0,15.1,752.3,68,2,14,4,7
1002,2014/5/7 5:00,66,59,43.7,0.8,83.3,31.4,0,12.8,752.4,77,2,14,5,7
1002,2014/5/7 6:00,66,59,43.7,0.8,83.3,31.4,0,12.8,752.4,77,2,14,6,7
1002,2014/5/7 7:00,66,59,43.7,0.8,83.3,31.4,0,12.8,752.4,77,2,14,7,7
1002,2014/5/7 8:00,66,59,43.7,0.8,83.3,31.4,0,18.3,754.1,44,3,4,8,7
1002,2014/5/7 9:00,66,59,43.7,0.8,83.3,31.4,0,18.3,754.1,44,3,4,9,7
1002,2014/5/7 10:00,66,59,43.7,0.8,83.3,31.4,0,18.3,754.1,44,3,4,10,7
1002,2014/5/7 11:00,66,59,43.7,0.8,83.3,31.4,0,21.8,754.9,17,5,4,11,7
1002,2014/5/7 12:00,66,59,43.7,0.8,83.3,31.4,0,21.8,754.9,17,5,4,12,7
1002,2014/5/7 13:00,66,59,43.7,0.8,83.3,31.4,0,21.8,754.9,17,5,4,13,7
1002,2014/5/7 14:00,66,59,43.7,0.8,83.3,31.4,0,25,754.6,13,5,24,14,7
1002,2014/5/7 15:00,66,59,43.7,0.8,83.3,31.4,0,25,754.6,13,5,24,15,7
1002,2014/5/7 16:00,66,59,43.7,0.8,83.3,31.4,0,25,754.6,13,5,24,16,7
1002,2014/5/7 17:00,66,59,43.7,0.8,83.3,31.4,0,25.5,754.6,11,3,24,17,7
1002,2014/5/7 18:00,66,59,43.7,0.8,83.3,31.4,0,25.5,754.6,11,3,24,18,7
1002,2014/5/7 19:00,66,59,43.7,0.8,83.3,31.4,0,25.5,754.6,11,3,24,19,7
1002,2014/5/7 20:00,66,59,43.7,0.8,83.3,31.4,0,20.9,757,21,2,14,20,7
1002,2014/5/7 21:00,66,59,43.7,0.8,83.3,31.4,0,20.9,757,21,2,14,21,7
1002,2014/5/7 22:00,66,59,43.7,0.8,83.3,31.4,0,20.9,757,21,2,14,22,7
1002,2014/5/7 23:00,66,59,43.7,0.8,83.3,31.4,0,15.7,760,62,2,14,23,7
1002,2014/5/8 0:00,66,59,43.7,0.8,83.3,31.4,0,15.7,760,62,2,14,0,8
1002,2014/5/8 1:00,66,59,43.7,0.8,83.3,31.4,0,15.7,760,62,2,14,1,8
1002,2014/5/8 2:00,66,59,43.7,0.8,83.3,31.4,0,12.7,761.2,79,1,2,2,8
1002,2014/5/8 3:00,66,59,43.7,0.8,83.3,31.4,0,12.7,761.2,79,1,2,3,8
1002,2014/5/8 4:00,66,59,43.7,0.8,83.3,31.4,0,12.7,761.2,79,1,2,4,8
1002,2014/5/8 5:00,66,59,43.7,0.8,83.3,31.4,0,10.9,761.2,86,1,23,5,8
1002,2014/5/8 6:00,66,59,43.7,0.8,83.3,31.4,0,10.9,761.2,86,1,23,6,8
1002,2014/5/8 7:00,66,59,43.7,0.8,83.3,31.4,0,10.9,761.2,86,1,23,7,8
1002,2014/5/8 8:00,66,59,43.7,0.8,83.3,31.4,0,16.4,762.1,63,1,24,8,8
1002,2014/5/8 9:00,66,59,43.7,0.8,83.3,31.4,0,16.4,762.1,63,1,24,9,8
1002,2014/5/8 10:00,66,59,43.7,0.8,83.3,31.4,0,16.4,762.1,63,1,24,10,8
1002,2014/5/8 11:00,66,59,43.7,0.8,83.3,31.4,0,20.7,761.9,36,3,3,11,8
1002,2014/5/8 12:00,66,59,43.7,0.8,83.3,31.4,0,20.7,761.9,36,3,3,12,8
1002,2014/5/8 13:00,47,70.7,12.9,0.8,166.9,14.9,0,20.7,761.9,36,3,3,13,8
1002,2014/5/8 14:00,47,70.7,12.9,0.8,166.9,14.9,0,21.6,759.7,34,4,3,14,8
1002,2014/5/8 15:00,53,80.7,12.5,0.1,173.6,13.8,0,21.6,759.7,34,4,3,15,8
1002,2014/5/8 16:00,51,74.7,11.4,0.1,174.9,11.8,0,21.6,759.7,34,4,3,16,8
1002,2014/5/8 17:00,56,91.9,15.5,0.1,185,13.2,0,22.9,758.5,28,3,3,17,8
1002,2014/5/8 18:00,61,98.1,20,0.1,193.5,14.9,0,22.9,758.5,28,3,3,18,8
1002,2014/5/8 19:00,58,82.8,19,0.1,192.8,13.7,0,22.9,758.5,28,3,3,19,8
1002,2014/5/8 20:00,57,91.4,23.4,0.1,181.5,13,0,19.5,759.3,37,4,1,20,8
1002,2014/5/8 21:00,54,109.8,49.4,0.1,138.8,13.9,0,19.5,759.3,37,4,1,21,8
1002,2014/5/8 22:00,62,132.2,51.7,0.3,114,20.8,0,19.5,759.3,37,4,1,22,8
1002,2014/5/8 23:00,53,121.5,61.5,0.5,84.8,22.3,0,17.7,760.7,45,2,1,23,8
1002,2014/5/9 0:00,49,98.1,64.1,0.5,64.6,18.5,0,17.7,760.7,45,2,1,0,9
1002,2014/5/9 1:00,52,97.4,61.4,0.4,63.7,20.4,0,17.7,760.7,45,2,1,1,9
1002,2014/5/9 2:00,55,114.6,72.8,0.5,47.6,19.7,0,16.8,761,49,1,14,2,9
1002,2014/5/9 3:00,58,111.7,72.6,0.4,46.7,26.2,0,16.8,761,49,1,14,3,9
1002,2014/5/9 4:00,63,103.4,59.8,0.3,53.4,26.4,0,16.8,761,49,1,14,4,9
1002,2014/5/9 5:00,62,88.5,50.5,0.1,67.9,22.5,0,16.6,760.8,45,3,1,5,9
1002,2014/5/9 6:00,58,87.2,45.5,0.1,77.1,18.6,0,16.6,760.8,45,3,1,6,9
1002,2014/5/9 7:00,58,76.2,45.5,0.1,70.3,24.4,0,16.6,760.8,45,3,1,7,9
1002,2014/5/9 8:00,73,89.9,61.2,0.8,66.7,52,0,16.7,761.3,48,5,1,8,9
1002,2014/5/9 9:00,70,115.4,74.7,1.2,58.9,65.2,0,16.7,761.3,48,5,1,9,9
1002,2014/5/9 10:00,77,123.8,78.1,1.6,58.1,69.1,0,16.7,761.3,48,5,1,10,9
1002,2014/5/9 11:00,74,135.1,74.2,1.5,60.8,66.7,0,17.4,761.8,57,2,13,11,9
1002,2014/5/9 12:00,79,141.2,63,1.4,67.7,55.3,0,17.4,761.8,57,2,13,12,9
1002,2014/5/9 13:00,79,119,52.1,1,76.4,40.8,0,17.4,761.8,57,2,13,13,9
1002,2014/5/9 14:00,71,99.6,45.5,0.7,86,36.4,0,19.4,760.7,47,4,14,14,9
1002,2014/5/9 15:00,67,90.3,42,0.4,94.3,33,0,19.4,760.7,47,4,14,15,9
1002,2014/5/9 16:00,69,97.2,45.4,0.6,94.2,32.9,0,19.4,760.7,47,4,14,16,9
1002,2014/5/9 17:00,70,105.2,47,0.6,95.7,33.9,0,19.9,759.7,35,6,13,17,9
1002,2014/5/9 18:00,73,110.2,49,0.6,92.7,31.8,0,19.9,759.7,35,6,13,18,9
1002,2014/5/9 19:00,59,95.6,46.9,0.4,102.8,27.9,0,19.9,759.7,35,6,13,19,9
1002,2014/5/9 20:00,47,83.8,42.7,0.2,110.3,21,0,18.4,760.9,37,4,1,20,9
1002,2014/5/9 21:00,35,71.4,27.4,0.1,140.6,10.3,0,18.4,760.9,37,4,1,21,9
1002,2014/5/9 22:00,34,101.8,31.3,0.1,120.9,12.6,0,18.4,760.9,37,4,1,22,9
1002,2014/5/9 23:00,42,105.5,29.8,0.1,116,20.9,0,16,761.8,50,4,14,23,9
1002,2014/5/10 0:00,52,88,27.6,0.1,116.9,20.8,0,16,761.8,50,4,14,0,10
1002,2014/5/10 1:00,47,74.4,31.1,0.1,96.2,15.5,0,16,761.8,50,4,14,1,10
1002,2014/5/10 2:00,46,70,28.6,0.2,97.2,18.5,0,15.3,761.8,51,2,14,2,10
1002,2014/5/10 3:00,47,66.1,27.5,0.2,91.9,19.5,0,15.3,761.8,51,2,14,3,10
1002,2014/5/10 4:00,42,59.2,25.1,0.2,93.6,22.8,0,15.3,761.8,51,2,14,4,10
1002,2014/5/10 5:00,34,63,32.1,0.1,77.2,20.5,0,14.5,761.9,55,3,14,5,10
1002,2014/5/10 6:00,37,73.7,33.2,0.1,79.5,23.7,0,14.5,761.9,55,3,14,6,10
1002,2014/5/10 7:00,38,69.6,32.9,0.2,78.3,25.7,0,14.5,761.9,55,3,14,7,10
1002,2014/5/10 8:00,33,67.2,33.4,0.2,81.1,27.1,0,15.7,762.7,51,4,14,8,10
1002,2014/5/10 9:00,33,68.2,41.6,0.2,76.1,32,0,15.7,762.7,51,4,14,9,10
1002,2014/5/10 10:00,34,67.5,32.3,0.1,90.6,32.2,0,15.7,762.7,51,4,14,10,10
1002,2014/5/10 11:00,50,77.6,38.4,0.1,88.1,30.7,0,17.5,762.7,51,3,1,11,10
1002,2014/5/10 12:00,51,86.4,38.9,0.1,91.6,33.8,0,17.5,762.7,51,3,1,12,10
1002,2014/5/10 13:00,50,87.4,38.3,0.1,95,32.2,0,17.5,762.7,51,3,1,13,10
1002,2014/5/10 14:00,48,78.1,35.5,0.1,101.5,29.6,0,19.3,761.6,44,4,14,14,10
1002,2014/5/10 15:00,49,77.6,32.5,0.2,107.6,30.9,0,19.3,761.6,44,4,14,15,10
1002,2014/5/10 16:00,53,79,34.7,0.3,112.4,33,0,19.3,761.6,44,4,14,16,10
1002,2014/5/10 17:00,52,81,35.9,0.3,115.6,32.7,0,20.6,760.7,34,2,14,17,10
1002,2014/5/10 18:00,56,83.7,34.3,0.3,119.9,30.8,0,20.6,760.7,34,2,14,18,10
1002,2014/5/10 19:00,54,76.1,33.2,0.2,126.7,28.7,0,20.6,760.7,34,2,14,19,10
1002,2014/5/10 20:00,45,81.6,32.4,0.3,129.6,26.9,0,19.1,761.4,39,1,13,20,10
1002,2014/5/10 21:00,54,87.4,30.8,0.3,122.7,24.2,0,19.1,761.4,39,1,13,21,10
1002,2014/5/10 22:00,45,79.1,29.8,0.3,114.5,23.6,0,19.1,761.4,39,1,13,22,10
1002,2014/5/10 23:00,46,87.6,32.9,0.3,85.9,15.8,0,13.3,762.4,77,1,14,23,10
1002,2014/5/11 0:00,43,79.4,40.2,0.1,84.7,9.5,0,13.3,762.4,77,1,14,0,11
1002,2014/5/11 1:00,25,55.6,24.3,0.1,69.9,2,0,13.3,762.4,77,1,14,1,11
1002,2014/5/11 2:00,28,55.6,18.7,0.1,71,2,0,10.5,760,90,3,14,2,11
1002,2014/5/11 3:00,38,55.6,25,0.1,71.1,2,0,10.5,760,90,3,14,3,11
1002,2014/5/11 4:00,37,55.6,20.1,0.2,76.9,2,0,10.5,760,90,3,14,4,11
1002,2014/5/11 5:00,35,55.6,20.1,0.1,53.6,2,0,10.6,757.9,92,2,14,5,11
1002,2014/5/11 6:00,29,55.6,20.1,0.1,99.2,2,0,10.6,757.9,92,2,14,6,11
1002,2014/5/11 7:00,24,55.6,16.6,0.1,97.2,2,0,10.6,757.9,92,2,14,7,11
1002,2014/5/11 8:00,20,55.6,14.9,0.1,93,2,0,11.3,756.7,94,3,14,8,11
1002,2014/5/11 9:00,21,55.6,13.5,0.1,98.9,2,0,11.3,756.7,94,3,14,9,11
1002,2014/5/11 10:00,18,55.6,10.9,0.1,103,2,0,11.3,756.7,94,3,14,10,11
1002,2014/5/11 11:00,6,55.6,9.6,0.1,113.9,2,0,11.2,755.5,91,4,14,11,11
1002,2014/5/11 12:00,8,55.6,9.4,0.1,117,2,0,11.2,755.5,91,4,14,12,11
1002,2014/5/11 13:00,4,55.6,9.6,0.1,120.6,2,0,11.2,755.5,91,4,14,13,11
1002,2014/5/11 14:00,3,55.6,8.9,0.1,122.3,2,0,12,753.2,83,3,14,14,11
1002,2014/5/11 15:00,3,55.6,7.4,0.1,121.6,2,0,12,753.2,83,3,14,15,11
1002,2014/5/11 16:00,3,55.6,7,0.1,122.7,2,0,12,753.2,83,3,14,16,11
