,timestep,location,traffic,prev_1,prev_2,prev_3,prev_4,prev_5,prev_6,prev_7,prev_8,prev_9,prev_10
79,2,7,0.042503503,0.089210649,0.070994862,0.06398879,0.047641289,0.053713218,0.040635217,0.042970574,0.041102289,0.041102289,0.043437646
80,2,8,0.088743578,0.13731901,0.121905652,0.126576366,0.114432508,0.102755722,0.109294722,0.098085007,0.08640822,0.100887436,0.08313872
81,2,9,0.107426436,0.172816441,0.159271369,0.145726296,0.13731901,0.134516581,0.141522653,0.112564222,0.108360579,0.119570294,0.105091079
82,2,10,0.100887436,0.144325082,0.141522653,0.127510509,0.120504437,0.085007006,0.107893508,0.091546007,0.090144792,0.107426436,0.091078935
83,2,11,0.124241009,0.135450724,0.155067725,0.140121439,0.104156936,0.119103223,0.113965437,0.112097151,0.079402149,0.10555815,0.105091079
84,2,12,0.106492293,0.161606726,0.157403083,0.14385801,0.138720224,0.119103223,0.128444652,0.112097151,0.106492293,0.123306866,0.102755722
85,2,13,0.10228865,0.13731901,0.144325082,0.126109295,0.119103223,0.086875292,0.111630079,0.098085007,0.084539935,0.103689865,0.094815507
86,2,14,0.127510509,0.169079869,0.174217655,0.155534797,0.168612798,0.126576366,0.142456796,0.148528725,0.11489958,0.125175152,0.110228865
87,2,15,0.034563288,0.058851004,0.061186362,0.051377861,0.058851004,0.046707146,0.055581504,0.040168146,0.037832788,0.029425502,0.044371789
88,2,16,0.085007006,0.157870154,0.147594582,0.136384867,0.11816908,0.097150864,0.113965437,0.091546007,0.094815507,0.077066791,0.079402149
89,2,17,0.089677721,0.167211583,0.15646894,0.126576366,0.127977581,0.123773937,0.131247081,0.106025222,0.110695936,0.085941149,0.089677721
90,2,18,0.094348435,0.172816441,0.142923867,0.141989724,0.131714152,0.11816908,0.122839794,0.103222793,0.113498365,0.083605792,0.093881364
91,2,19,0.113031294,0.222793087,0.185894442,0.167211583,0.177954227,0.165343298,0.139654367,0.145726296,0.122839794,0.117702008,0.123306866
92,2,20,0.112564222,0.211583372,0.174684727,0.156936011,0.161606726,0.151331154,0.142923867,0.132648295,0.119570294,0.100420364,0.122839794
93,2,21,0.113498365,0.226062588,0.208313872,0.172349369,0.180289584,0.179355441,0.158337226,0.142923867,0.129845866,0.125642223,0.14058851
94,2,22,0.024287716,0.049042504,0.052312004,0.037832788,0.042970574,0.045305932,0.035964503,0.026623073,0.028958431,0.028024288,0.026623073
95,2,23,0.018682858,0.040168146,0.044371789,0.035497431,0.033629145,0.035964503,0.024754787,0.027557216,0.026623073,0.029425502,0.027090145
96,2,24,0.012143858,0.023353573,0.021018216,0.01588043,0.014479215,0.014946287,0.014012144,0.006539,0.006539,0.010275572,0.009808501
97,2,25,0.068192433,0.123306866,0.133115367,0.131714152,0.107426436,0.092013078,0.106025222,0.078935077,0.087342363,0.075665577,0.079402149
98,2,26,0.020084073,0.062120504,0.040168146,0.044371789,0.042036432,0.033162074,0.026156002,0.02241943,0.028958431,0.023820645,0.018215787
99,2,27,0.020551144,0.035964503,0.033162074,0.027090145,0.027557216,0.02568893,0.023353573,0.023353573,0.020084073,0.022886502,0.021952359
100,2,28,0.018215787,0.023820645,0.029425502,0.017281644,0.027557216,0.023353573,0.017281644,0.018682858,0.014946287,0.021952359,0.014479215
101,2,29,0.05418029,0.070527791,0.052779075,0.049509575,0.042970574,0.051844932,0.04156936,0.037365717,0.034096217,0.031293788,0.047174218
102,2,30,0.040635217,0.084539935,0.064455862,0.060252219,0.074731434,0.045773003,0.052779075,0.047174218,0.034563288,0.034563288,0.035497431
103,2,31,0.030826716,0.084072863,0.062120504,0.068659505,0.071929005,0.037365717,0.053246147,0.04156936,0.031760859,0.035964503,0.031760859
104,2,32,0,0.017748716,0.011209715,0.014479215,0.010275572,0.009341429,0.009808501,0.007940215,0.005604858,0.002802429,0.002802429
105,2,33,0.02568893,0.061186362,0.045773003,0.053246147,0.047641289,0.033162074,0.040168146,0.031293788,0.028491359,0.023820645,0.027090145
106,2,34,0.035497431,0.088276506,0.064922933,0.071461934,0.070527791,0.045773003,0.050910789,0.049509575,0.050910789,0.028958431,0.034096217
107,2,35,0.056515647,0.067258291,0.053246147,0.046240075,0.040635217,0.043437646,0.028958431,0.041102289,0.045305932,0.037832788,0.040635217
108,3,0,0.059785147,0.065857076,0.078468006,0.071461934,0.05418029,0.044371789,0.054647361,0.050910789,0.042970574,0.050910789,0.047641289
109,3,1,0.046707146,0.07659972,0.072396077,0.067725362,0.058851004,0.066324148,0.059785147,0.056982718,0.046707146,0.046240075,0.049509575
110,3,2,0.050443718,0.095282578,0.067725362,0.080336291,0.062587576,0.061653433,0.055581504,0.061653433,0.043437646,0.050443718,0.044371789
111,3,3,0.050443718,0.083605792,0.062120504,0.070994862,0.053713218,0.062587576,0.053713218,0.066791219,0.042503503,0.04483886,0.03829986
112,3,4,0.049042504,0.106025222,0.09901915,0.090611864,0.069126576,0.06071929,0.06071929,0.067258291,0.071461934,0.04483886,0.053246147
113,3,5,0.046707146,0.091546007,0.094815507,0.078468006,0.071929005,0.053713218,0.050910789,0.067725362,0.066324148,0.045305932,0.049509575
114,3,6,0.051844932,0.106025222,0.109761794,0.090611864,0.078000934,0.062587576,0.070527791,0.076132648,0.073797291,0.056982718,0.064922933
115,3,7,0.035497431,0.070994862,0.06398879,0.047641289,0.053713218,0.040635217,0.042970574,0.041102289,0.041102289,0.043437646,0.049042504
116,3,8,0.124241009,0.121905652,0.126576366,0.114432508,0.102755722,0.109294722,0.098085007,0.08640822,0.100887436,0.08313872,0.099953293
117,3,9,0.14058851,0.159271369,0.145726296,0.13731901,0.134516581,0.141522653,0.112564222,0.108360579,0.119570294,0.105091079,0.130780009
118,3,10,0.119103223,0.141522653,0.127510509,0.120504437,0.085007006,0.107893508,0.091546007,0.090144792,0.107426436,0.091078935,0.097617936
119,3,11,0.127510509,0.155067725,0.140121439,0.104156936,0.119103223,0.113965437,0.112097151,0.079402149,0.10555815,0.105091079,0.112097151
120,3,12,0.134983652,0.157403083,0.14385801,0.138720224,0.119103223,0.128444652,0.112097151,0.106492293,0.123306866,0.102755722,0.12470808
121,3,13,0.116767865,0.144325082,0.126109295,0.119103223,0.086875292,0.111630079,0.098085007,0.084539935,0.103689865,0.094815507,0.097150864
122,3,14,0.135917795,0.174217655,0.155534797,0.168612798,0.126576366,0.142456796,0.148528725,0.11489958,0.125175152,0.110228865,0.109761794
123,3,15,0.03829986,0.061186362,0.051377861,0.058851004,0.046707146,0.055581504,0.040168146,0.037832788,0.029425502,0.044371789,0.035497431
124,3,16,0.075665577,0.147594582,0.136384867,0.11816908,0.097150864,0.113965437,0.091546007,0.094815507,0.077066791,0.079402149,0.085941149
125,3,17,0.083605792,0.15646894,0.126576366,0.127977581,0.123773937,0.131247081,0.106025222,0.110695936,0.085941149,0.089677721,0.092947221
126,3,18,0.100420364,0.142923867,0.141989724,0.131714152,0.11816908,0.122839794,0.103222793,0.113498365,0.083605792,0.093881364,0.09901915
127,3,19,0.113498365,0.185894442,0.167211583,0.177954227,0.165343298,0.139654367,0.145726296,0.122839794,0.117702008,0.123306866,0.117234937
128,3,20,0.097617936,0.174684727,0.156936011,0.161606726,0.151331154,0.142923867,0.132648295,0.119570294,0.100420364,0.122839794,0.110695936
129,3,21,0.106959365,0.208313872,0.172349369,0.180289584,0.179355441,0.158337226,0.142923867,0.129845866,0.125642223,0.14058851,0.137786081
130,3,22,0.025221859,0.052312004,0.037832788,0.042970574,0.045305932,0.035964503,0.026623073,0.028958431,0.028024288,0.026623073,0.029425502
131,3,23,0.025221859,0.044371789,0.035497431,0.033629145,0.035964503,0.024754787,0.027557216,0.026623073,0.029425502,0.027090145,0.022886502
132,3,24,0.011676787,0.021018216,0.01588043,0.014479215,0.014946287,0.014012144,0.006539,0.006539,0.010275572,0.009808501,0.010275572
133,3,25,0.092480149,0.133115367,0.131714152,0.107426436,0.092013078,0.106025222,0.078935077,0.087342363,0.075665577,0.079402149,0.075665577
134,3,26,0.025221859,0.040168146,0.044371789,0.042036432,0.033162074,0.026156002,0.02241943,0.028958431,0.023820645,0.018215787,0.01588043
135,3,27,0.025221859,0.033162074,0.027090145,0.027557216,0.02568893,0.023353573,0.023353573,0.020084073,0.022886502,0.021952359,0.021018216
136,3,28,0.013545072,0.029425502,0.017281644,0.027557216,0.023353573,0.017281644,0.018682858,0.014946287,0.021952359,0.014479215,0.021018216
137,3,29,0.064922933,0.052779075,0.049509575,0.042970574,0.051844932,0.04156936,0.037365717,0.034096217,0.031293788,0.047174218,0.027557216
138,3,30,0.032695002,0.064455862,0.060252219,0.074731434,0.045773003,0.052779075,0.047174218,0.034563288,0.034563288,0.035497431,0.028491359
139,3,31,0.032227931,0.062120504,0.068659505,0.071929005,0.037365717,0.053246147,0.04156936,0.031760859,0.035964503,0.031760859,0.032227931
140,3,32,0.003736572,0.011209715,0.014479215,0.010275572,0.009341429,0.009808501,0.007940215,0.005604858,0.002802429,0.002802429,0.002335357
141,3,33,0.014946287,0.045773003,0.053246147,0.047641289,0.033162074,0.040168146,0.031293788,0.028491359,0.023820645,0.027090145,0.018682858
142,3,34,0.024754787,0.064922933,0.071461934,0.070527791,0.045773003,0.050910789,0.049509575,0.050910789,0.028958431,0.034096217,0.021952359
143,3,35,0.061186362,0.053246147,0.046240075,0.040635217,0.043437646,0.028958431,0.041102289,0.045305932,0.037832788,0.040635217,0.029892574
144,4,0,0.062587576,0.078468006,0.071461934,0.05418029,0.044371789,0.054647361,0.050910789,0.042970574,0.050910789,0.047641289,0.04483886
145,4,1,0.05744979,0.072396077,0.067725362,0.058851004,0.066324148,0.059785147,0.056982718,0.046707146,0.046240075,0.049509575,0.052312004
146,4,2,0.043437646,0.067725362,0.080336291,0.062587576,0.061653433,0.055581504,0.061653433,0.043437646,0.050443718,0.044371789,0.050443718
147,4,3,0.045773003,0.062120504,0.070994862,0.053713218,0.062587576,0.053713218,0.066791219,0.042503503,0.04483886,0.03829986,0.051377861
148,4,4,0.04156936,0.09901915,0.090611864,0.069126576,0.06071929,0.06071929,0.067258291,0.071461934,0.04483886,0.053246147,0.056515647
149,4,5,0.040635217,0.094815507,0.078468006,0.071929005,0.053713218,0.050910789,0.067725362,0.066324148,0.045305932,0.049509575,0.049509575
150,4,6,0.046240075,0.109761794,0.090611864,0.078000934,0.062587576,0.070527791,0.076132648,0.073797291,0.056982718,0.064922933,0.056048575
151,4,7,0.042036432,0.06398879,0.047641289,0.053713218,0.040635217,0.042970574,0.041102289,0.041102289,0.043437646,0.049042504,0.042503503
152,4,8,0.125175152,0.126576366,0.114432508,0.102755722,0.109294722,0.098085007,0.08640822,0.100887436,0.08313872,0.099953293,0.088743578
153,4,9,0.134516581,0.145726296,0.13731901,0.134516581,0.141522653,0.112564222,0.108360579,0.119570294,0.105091079,0.130780009,0.107426436
154,4,10,0.100887436,0.127510509,0.120504437,0.085007006,0.107893508,0.091546007,0.090144792,0.107426436,0.091078935,0.097617936,0.100887436
155,4,11,0.134983652,0.140121439,0.104156936,0.119103223,0.113965437,0.112097151,0.079402149,0.10555815,0.105091079,0.112097151,0.124241009
156,4,12,0.136384867,0.14385801,0.138720224,0.119103223,0.128444652,0.112097151,0.106492293,0.123306866,0.102755722,0.12470808,0.106492293
157,4,13,0.110228865,0.126109295,0.119103223,0.086875292,0.111630079,0.098085007,0.084539935,0.103689865,0.094815507,0.097150864,0.10228865
158,4,14,0.138720224,0.155534797,0.168612798,0.126576366,0.142456796,0.148528725,0.11489958,0.125175152,0.110228865,0.109761794,0.127510509
159,4,15,0.037365717,0.051377861,0.058851004,0.046707146,0.055581504,0.040168146,0.037832788,0.029425502,0.044371789,0.035497431,0.034563288
160,4,16,0.072396077,0.136384867,0.11816908,0.097150864,0.113965437,0.091546007,0.094815507,0.077066791,0.079402149,0.085941149,0.085007006
161,4,17,0.085007006,0.126576366,0.127977581,0.123773937,0.131247081,0.106025222,0.110695936,0.085941149,0.089677721,0.092947221,0.089677721
162,4,18,0.089677721,0.141989724,0.131714152,0.11816908,0.122839794,0.103222793,0.113498365,0.083605792,0.093881364,0.09901915,0.094348435
163,4,19,0.106959365,0.167211583,0.177954227,0.165343298,0.139654367,0.145726296,0.122839794,0.117702008,0.123306866,0.117234937,0.113031294
164,4,20,0.103689865,0.156936011,0.161606726,0.151331154,0.142923867,0.132648295,0.119570294,0.100420364,0.122839794,0.110695936,0.112564222
165,4,21,0.115366651,0.172349369,0.180289584,0.179355441,0.158337226,0.142923867,0.129845866,0.125642223,0.14058851,0.137786081,0.113498365
166,4,22,0.01914993,0.037832788,0.042970574,0.045305932,0.035964503,0.026623073,0.028958431,0.028024288,0.026623073,0.029425502,0.024287716
167,4,23,0.01914993,0.035497431,0.033629145,0.035964503,0.024754787,0.027557216,0.026623073,0.029425502,0.027090145,0.022886502,0.018682858
168,4,24,0.006071929,0.01588043,0.014479215,0.014946287,0.014012144,0.006539,0.006539,0.010275572,0.009808501,0.010275572,0.012143858
169,4,25,0.081270434,0.131714152,0.107426436,0.092013078,0.106025222,0.078935077,0.087342363,0.075665577,0.079402149,0.075665577,0.068192433
170,4,26,0.027557216,0.044371789,0.042036432,0.033162074,0.026156002,0.02241943,0.028958431,0.023820645,0.018215787,0.01588043,0.020084073
171,4,27,0.024287716,0.027090145,0.027557216,0.02568893,0.023353573,0.023353573,0.020084073,0.022886502,0.021952359,0.021018216,0.020551144
172,4,28,0.026156002,0.017281644,0.027557216,0.023353573,0.017281644,0.018682858,0.014946287,0.021952359,0.014479215,0.021018216,0.018215787
173,4,29,0.071461934,0.049509575,0.042970574,0.051844932,0.04156936,0.037365717,0.034096217,0.031293788,0.047174218,0.027557216,0.05418029
174,4,30,0.029425502,0.060252219,0.074731434,0.045773003,0.052779075,0.047174218,0.034563288,0.034563288,0.035497431,0.028491359,0.040635217
175,4,31,0.020551144,0.068659505,0.071929005,0.037365717,0.053246147,0.04156936,0.031760859,0.035964503,0.031760859,0.032227931,0.030826716
176,4,32,0.005604858,0.014479215,0.010275572,0.009341429,0.009808501,0.007940215,0.005604858,0.002802429,0.002802429,0.002335357,0
177,4,33,0.014012144,0.053246147,0.047641289,0.033162074,0.040168146,0.031293788,0.028491359,0.023820645,0.027090145,0.018682858,0.02568893
178,4,34,0.022886502,0.071461934,0.070527791,0.045773003,0.050910789,0.049509575,0.050910789,0.028958431,0.034096217,0.021952359,0.035497431
179,4,35,0.058851004,0.046240075,0.040635217,0.043437646,0.028958431,0.041102289,0.045305932,0.037832788,0.040635217,0.029892574,0.056515647
180,5,0,0.06398879,0.071461934,0.05418029,0.044371789,0.054647361,0.050910789,0.042970574,0.050910789,0.047641289,0.04483886,0.059785147
181,5,1,0.055581504,0.067725362,0.058851004,0.066324148,0.059785147,0.056982718,0.046707146,0.046240075,0.049509575,0.052312004,0.046707146
182,5,2,0.066791219,0.080336291,0.062587576,0.061653433,0.055581504,0.061653433,0.043437646,0.050443718,0.044371789,0.050443718,0.050443718
183,5,3,0.048108361,0.070994862,0.053713218,0.062587576,0.053713218,0.066791219,0.042503503,0.04483886,0.03829986,0.051377861,0.050443718
184,5,4,0.049976646,0.090611864,0.069126576,0.06071929,0.06071929,0.067258291,0.071461934,0.04483886,0.053246147,0.056515647,0.049042504
185,5,5,0.044371789,0.078468006,0.071929005,0.053713218,0.050910789,0.067725362,0.066324148,0.045305932,0.049509575,0.049509575,0.046707146
186,5,6,0.050443718,0.090611864,0.078000934,0.062587576,0.070527791,0.076132648,0.073797291,0.056982718,0.064922933,0.056048575,0.051844932
187,5,7,0.036898645,0.047641289,0.053713218,0.040635217,0.042970574,0.041102289,0.041102289,0.043437646,0.049042504,0.042503503,0.035497431
188,5,8,0.122372723,0.114432508,0.102755722,0.109294722,0.098085007,0.08640822,0.100887436,0.08313872,0.099953293,0.088743578,0.124241009
189,5,9,0.15973844,0.13731901,0.134516581,0.141522653,0.112564222,0.108360579,0.119570294,0.105091079,0.130780009,0.107426436,0.14058851
190,5,10,0.147127511,0.120504437,0.085007006,0.107893508,0.091546007,0.090144792,0.107426436,0.091078935,0.097617936,0.100887436,0.119103223
191,5,11,0.157870154,0.104156936,0.119103223,0.113965437,0.112097151,0.079402149,0.10555815,0.105091079,0.112097151,0.124241009,0.127510509
192,5,12,0.147594582,0.138720224,0.119103223,0.128444652,0.112097151,0.106492293,0.123306866,0.102755722,0.12470808,0.106492293,0.134983652
