index,date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
5010,2016/2/15 12:00,60,10,19.85666667,40.23,19.1,38.09,21.115,38.545,19.1,36.93333333,17.63333333,52.12666667,4.5,61,19.29,31,20.7,37.245,17.9175,39.245,5,759.2,63,5,40,-1.5,43.84724681,43.84724681
5011,2016/2/15 12:10,50,10,19.89,39.79666667,19.1,38.06,21,38.2,19.1,36.96666667,17.62222222,51.92055556,4.59,59.19333333,19.39166667,30.84722222,20.725,37.09555556,17.92666667,39.2,5,759.3,62.83333333,5.5,40,-1.533333333,16.32423981,16.32423981
5012,2016/2/15 12:20,50,10,19.96333333,39.53,19.1,38,21,38.09,19.16666667,36.9,17.60833333,51.7675,4.8,60.79,19.53333333,30.79,20.85666667,36.97777778,18,39.2,5,759.4,62.66666667,6,40,-1.566666667,4.561434046,4.561434046
5013,2016/2/15 12:30,50,20,20.1,39.43,19.18,37.98333333,20.89,37.9,19.2,36.79,17.60416667,51.58375,5.3,56.4,19.79,30.5,21.1,36.7,18,39,5,759.5,62.5,6.5,40,-1.6,9.929686435,9.929686435
5014,2016/2/15 12:40,530,10,20.16666667,39.15666667,19.26,37.96666667,20.865,37.8725,19.2,36.79,17.6,51.4,5.35,56.55,19.79,30.445,21.1,36.7,18,39,5,759.6,62.33333333,7,40,-1.633333333,8.864324307,8.864324307
5015,2016/2/15 12:50,370,10,20.26,39.06666667,19.2,37.845,20.79,37.79,19.2,36.79,17.6,51.2,5.4,56.2,19.79,30.39,21.1,36.59,18,39,5,759.7,62.16666667,7.5,40,-1.666666667,24.34668664,24.34668664
5016,2016/2/15 13:00,300,10,20.26,39.4,19.2,37.9,21.29,39.5,19.2,36.73,17.6,50.995,6,56.9,19.7,30.29,21.06666667,36.46666667,18,38.88166667,5,759.8,62,8,40,-1.7,7.065020781,7.065020781
5017,2016/2/15 13:10,290,10,20.29,39.33333333,19.29,38.09,21.34,39.545,19.2,36.79,17.6,50.79,5.95,56.525,19.79,30.2,21.1,36.43333333,18,38.86333333,5.083333333,759.9,61.66666667,7.833333333,40,-1.716666667,28.01571517,28.01571517
5018,2016/2/15 13:20,270,10,20.365,39.35,19.29,38.16333333,21.63333333,39.62666667,19.2,36.7,17.7,50.79,6.045,55.095,19.73,30.13333333,21.1,36.29,18,38.96333333,5.166666667,760,61.33333333,7.666666667,40,-1.733333333,3.668685455,3.668685455
5019,2016/2/15 13:30,240,10,20.39,39.46666667,19.29,38.29,21.76,39.7,19.2,36.7,17.6,50.66333333,5.9725,53.82,19.76,29.96333333,21.1,36.23,18,39.16333333,5.25,760.1,61,7.5,40,-1.75,46.0681129,46.0681129
5020,2016/2/15 13:40,220,20,20.42666667,39.53,19.29,38.29,21.88,39.495,19.1,36.7,17.6,50.565,5.948333333,54.51333333,19.825,29.92666667,21.15,36.115,18.05,39.93166667,5.333333333,760.2,60.66666667,7.333333333,40,-1.766666667,13.9010241,13.9010241
5021,2016/2/15 13:50,150,0,20.5,39.53,19.29,38.29,22,39.29,19.16666667,36.62666667,17.6,50.46666667,5.924166667,55.20666667,19.89,29.89,21.2,36,18.1,40.7,5.416666667,760.3,60.33333333,7.166666667,40,-1.783333333,1.719809056,1.719809056
5022,2016/2/15 14:00,60,0,20.53333333,39.52666667,19.35666667,38.36333333,22.03333333,39.26,19.2,36.56,17.6,50.4,5.9,55.9,19.96333333,29.82333333,21.2,35.86333333,18.1,40.72666667,5.5,760.4,60,7,40,-1.8,22.70351318,22.70351318
5023,2016/2/15 14:10,310,0,20.6,39.06666667,19.39,38.22333333,22.1,38.92666667,19.13333333,36.56,17.6,50.32666667,6,52.4,20.1,29.85666667,21.26,35.93,18.16666667,41.06,5.516666667,760.5166667,60.33333333,7,40,-1.7,26.19808494,26.19808494
5024,2016/2/15 14:20,340,0,20.7,38.99,19.39,38.0225,22,38.49,19.2,36.56,17.6,50.26,6.045,52.245,20.22666667,29.73,21.29,35.96666667,18.2,41.32666667,5.533333333,760.6333333,60.66666667,7,40,-1.6,11.78241674,11.78241674
5025,2016/2/15 14:30,100,0,20.7,38.65666667,19.39,38,21.92666667,38.15666667,19.2,36.5,17.6,50.2,6.0675,54.4725,20.29,29.5,21.29,35.8175,18.13333333,41.6,5.55,760.75,61,7,40,-1.5,44.03922033,44.03922033
5026,2016/2/15 14:40,60,0,20.7,38.46666667,19.39,37.9,21.76,37.76,19.1,36.33333333,17.6,50.06,6.09,56.7,20.29,29.42666667,21.29,35.7,18.16666667,41.93333333,5.566666667,760.8666667,61.33333333,7,40,-1.4,25.0658305,25.0658305
5027,2016/2/15 14:50,60,0,20.7,38.4,19.32333333,37.82666667,21.63333333,37.56666667,19.1,36,17.6,50,6.026666667,56.46333333,20.2,29.29,21.2,35.59,18.1,42.06,5.583333333,760.9833333,61.66666667,7,40,-1.3,18.79939954,18.79939954
5028,2016/2/15 15:00,70,0,20.7,38.26,19.29,37.76,21.56666667,37.29,19.1,35.9,17.6,49.86333333,5.76,55.39,20.2,29.29,21.2,35.53,18.2,42.2,5.6,761.1,62,7,40,-1.2,41.91336166,41.91336166
5029,2016/2/15 15:10,60,0,20.7,38.06666667,19.35666667,37.7,21.5,37.23,19.1,36.02666667,17.6,49.73,5.76,55.72666667,20.26333333,29.16666667,21.39,35.36333333,18.2,42.2,5.566666667,761.2333333,62,7,40,-1.233333333,38.84253318,38.84253318
5030,2016/2/15 15:20,60,0,20.73,37.79,19.39,37.59,21.445,37.145,19.1,36.16333333,17.6,49.59,5.95,54.545,20.39,29.03333333,21.39,35.23,18.2,42.245,5.533333333,761.3666667,62,7,40,-1.266666667,41.49169908,41.49169908
5031,2016/2/15 15:30,50,0,20.79,37.73,19.39,37.53,21.35666667,37.09,19.1,36.03,17.6,49.53,6.045,54.4575,20.39,28.945,21.5,35.2,18.2,42.2,5.5,761.5,62,7,40,-1.3,15.73917924,15.73917924
5032,2016/2/15 15:40,50,0,20.76,37.59,19.39,37.46666667,21.29,37.16333333,19.06666667,35.69333333,17.6,49.36333333,6.14,54.37,20.35666667,28.85666667,21.42666667,35.12666667,18.13333333,42.2,5.466666667,761.6333333,62,7,40,-1.333333333,2.187657251,2.187657251
5033,2016/2/15 15:50,40,0,20.7,37.59,19.32333333,37.4,21.26,37.09,19.06666667,35.5,17.6,49.23,5.9675,54.6025,20.29,28.79,21.32333333,35.09,18.16666667,42.16333333,5.433333333,761.7666667,62,7,40,-1.366666667,38.7886262,38.7886262
5034,2016/2/15 16:00,30,0,20.7,37.46666667,19.32333333,37.29,21.2,37.03,19,35.345,17.6,49.16333333,5.795,54.835,20.39,28.76,21.39,35.03,18.16666667,42.09,5.4,761.9,62,7,40,-1.4,30.76956617,30.76956617
5035,2016/2/15 16:10,30,0,20.7,37.32666667,19.39,37.23,21.1,37,19,35.29,17.6,49.03,5.6225,55.0675,20.46333333,28.7,21.42666667,34.93333333,18.2,42.09,5.333333333,762.05,62.33333333,6.666666667,40,-1.383333333,10.30420557,10.30420557
5036,2016/2/15 16:20,30,0,20.79,37.29,19.39,37.06,21.1,37,19,35.29,17.6,48.9,5.45,55.3,20.53333333,28.66666667,21.5,34.86,18.2,42.03,5.266666667,762.2,62.66666667,6.333333333,40,-1.366666667,6.263880024,6.263880024
5037,2016/2/15 16:30,50,0,20.79,37.29,19.39,36.93333333,21,36.86333333,19,35.16333333,17.6,48.79,5.4,55.53333333,20.66666667,28.53333333,21.53333333,34.76,18.2,42,5.2,762.35,63,6,40,-1.35,48.13953679,48.13953679
5038,2016/2/15 16:40,40,0,20.79,37.2,19.39,36.86333333,21,36.79,19,35.09,17.6,48.79,5.4,54.86,20.7,28.46333333,21.6,34.62666667,18.2,42,5.133333333,762.5,63.33333333,5.666666667,40,-1.333333333,21.52121767,21.52121767
5039,2016/2/15 16:50,50,0,20.79,37.2,19.46333333,36.79,21,36.9,19,35.06,17.6,48.66333333,5.333333333,54.4,20.76,28.32333333,21.7,34.59,18.2,42,5.066666667,762.65,63.66666667,5.333333333,40,-1.316666667,31.7673205,31.7673205
5040,2016/2/15 17:00,40,0,20.79,37.2,19.5,36.79,21,36.9,19,35,17.6,48.59,5.4,54.75666667,20.79,28.2,21.7,34.53,18.2,42,5,762.8,64,5,40,-1.3,25.70109221,25.70109221
5041,2016/2/15 17:10,40,0,20.76,37.2,19.5,36.73,21,36.93333333,18.96333333,34.9,17.6,48.5,5.4,54.09,20.79,28.13333333,21.7,34.5,18.2,41.96666667,4.766666667,762.95,65.33333333,4.833333333,40,-1.25,33.25187386,33.25187386
5042,2016/2/15 17:20,60,10,20.7,37.2,19.46333333,36.63333333,20.92666667,37,18.89,34.9,17.6,48.43333333,5.4,54.5,20.79,28.06666667,21.7,34.43333333,18.2,41.9,4.533333333,763.1,66.66666667,4.666666667,40,-1.2,12.6227144,12.6227144
5043,2016/2/15 17:30,80,0,20.7,37.22333333,19.315,36.5,20.89,37.06666667,18.89,35.15666667,17.6,48.36333333,5.25,56.67714286,20.73,28,21.6,34.43333333,18.2,41.9,4.3,763.25,68,4.5,40,-1.15,4.765757546,4.765757546
5044,2016/2/15 17:40,110,20,20.7,36.89,19.23,36.36,20.89,37.06666667,18.89,35.23,17.6,48.29,5.1,58.85428571,20.66666667,28.03333333,21.6,34.63333333,18.2,41.9,4.066666667,763.4,69.33333333,4.333333333,40,-1.1,10.36698199,10.36698199
5045,2016/2/15 17:50,110,30,20.6,36.7,19.2,36.46333333,20.79,36.9,18.89,35.53,17.56666667,48.2,4.526666667,60.29666667,20.6,28.16666667,21.7,35.06666667,18.2,41.79,3.833333333,763.55,70.66666667,4.166666667,40,-1.05,22.85216241,22.85216241
5046,2016/2/15 18:00,100,20,20.6,36.7,19.2,36.59,20.79,36.96666667,18.89,36.06333333,17.5,48.12666667,4.26,59.89,20.5,28.46,21.7675,35.295,18.2,41.73,3.6,763.7,72,4,40,-1,27.4250965,27.4250965
5047,2016/2/15 18:10,140,20,20.63333333,36.65666667,19.23,36.76666667,20.79,37,18.92666667,36.5,17.5,48,4.026666667,60.89333333,20.42666667,28.6,21.79,35.46666667,18.2,41.66333333,3.4,763.8666667,73.33333333,3.833333333,40,-0.95,44.67276004,44.67276004
5048,2016/2/15 18:20,310,20,20.7,36.79,19.35666667,36.96666667,20.79,37,19,36.5,17.5,47.93333333,3.766666667,62.16666667,20.39,28.73,21.89,35.76666667,18.13333333,41.66333333,3.2,764.0333333,74.66666667,3.666666667,40,-0.9,26.30269716,26.30269716
5049,2016/2/15 18:30,290,20,20.79,36.82666667,19.42666667,37.23,20.79,37,19,36.13333333,17.5,47.9,3.49,63.3,20.32333333,28.79,21.89,35.96666667,18.15,41.745,3,764.2,76,3.5,40,-0.85,33.64458279,33.64458279
5050,2016/2/15 18:40,250,10,20.85666667,37.02666667,19.56666667,37.43,20.79,37,19,36,17.56666667,47.9,3.29,63.89333333,20.29,28.79,21.89,36.12666667,18.1,41.93333333,2.8,764.3666667,77.33333333,3.333333333,40,-0.8,2.107100468,2.107100468
5051,2016/2/15 18:50,310,40,20.92666667,39.92666667,19.6,37.7,20.79,37.06,18.89,36.09666667,17.5,47.9,3.026666667,64.79,20.1975,28.79,21.89,36.2,18.1,42,2.6,764.5333333,78.66666667,3.166666667,40,-0.75,17.49036894,17.49036894
5052,2016/2/15 19:00,110,10,21,44.86666667,19.6,37.9,20.76,37.26666667,18.89,36.82333333,17.5,47.96666667,2.795,65.895,20.1,28.85666667,21.96333333,36.06,18.1,41.93,2.4,764.7,80,3,40,-0.7,8.737151511,8.737151511
5053,2016/2/15 19:10,110,20,21.1,44.6,19.7,38.36,20.76,37.6,19.05,39.2,17.5,48.15666667,2.626666667,66.92333333,20.06666667,28.89,21.89,36,18.1,41.79,2.183333333,764.8166667,80.83333333,3,40,-0.783333333,26.13046616,26.13046616
5054,2016/2/15 19:20,370,0,21.16666667,42.33333333,19.7,38.5,20.79,37.93333333,19.2,40.32666667,17.5,48.36333333,2.56,67.53333333,20,28.89,21.92666667,36.63333333,18.1,41.63333333,1.966666667,764.9333333,81.66666667,3,40,-0.866666667,45.14843489,45.14843489
5055,2016/2/15 19:30,140,30,21.29,40.79333333,19.79,38.53,20.85666667,38.06,19.26,40.4,17.5,48.5,2.433333333,67.86666667,19.96333333,29,22,37.23333333,18.1,41.36,1.75,765.05,82.5,3,40,-0.95,36.04432031,36.04432031
5056,2016/2/15 19:40,440,30,21.29,40,19.85666667,38.59,20.89,38.2,19.39333333,40.36333333,17.55,52.295,2.26,68.19333333,19.89,29,22,37.65666667,18.16666667,40.69666667,1.533333333,765.1666667,83.33333333,3,40,-1.033333333,13.88004048,13.88004048
5057,2016/2/15 19:50,150,30,21.34,39.245,19.89,38.46666667,20.89,38.12666667,19.79333333,40.09666667,18.09333333,67.76666667,2.26,68.66666667,19.79,29.03333333,22.06666667,37.93,18.16666667,40.23,1.316666667,765.2833333,84.16666667,3,40,-1.116666667,16.34221483,16.34221483
5058,2016/2/15 20:00,260,20,21.39,38.93333333,19.96333333,38.52666667,21,38,20.42666667,39.6,18.36,58.02666667,2.26,68.83333333,19.79,29.1,22.1,38.23,18.2,39.93,1.1,765.4,85,3,40,-1.2,35.53264322,35.53264322
5059,2016/2/15 20:10,290,30,21.39,39.06,20,38.96333333,21,38,20.96666667,39.19333333,18.56666667,53.1,2.2,69.16666667,19.76,29.13333333,22.1,38.43,18.13333333,39.73,1,765.55,85.5,2.833333333,40,-1.216666667,10.85220614,10.85220614
5060,2016/2/15 20:20,110,20,21.5,39.12666667,20,39.36333333,21,38.03,21.49333333,38.6,18.73,50.15666667,2.06,70.06666667,19.7,29.2,22.06666667,38.16,18.1,39.56,0.9,765.7,86,2.666666667,40,-1.233333333,21.13592986,21.13592986
5061,2016/2/15 20:30,100,30,21.5,39.2,20.03333333,39.65666667,21,38.09,21.82666667,37.99333333,18.85666667,48.69666667,1.933333333,70.59333333,19.6,29.2,22,37.63333333,18.1,39.43333333,0.8,765.85,86.5,2.5,40,-1.25,47.2410265,47.2410265
5062,2016/2/15 20:40,100,30,21.56666667,39.12666667,20.1,39.845,21.03333333,38.15666667,21.79,37.26,18.92666667,47.55666667,1.76,71.36666667,19.6,29.2,22,37.1,18.1,39.26,0.7,766,87,2.333333333,40,-1.266666667,12.28434511,12.28434511
5063,2016/2/15 20:50,90,20,21.56666667,39.12666667,20.1,39.73,21.1,38.29,21.66333333,37.12666667,19,46.75666667,1.566666667,71.89333333,19.56666667,29.29,21.92666667,36.69333333,18.1,39.2,0.6,766.15,87.5,2.166666667,40,-1.283333333,2.459191484,2.459191484
5064,2016/2/15 21:00,360,30,21.6,38.9,20.1,39.66333333,21,38.2,21.46333333,37.06,19.03333333,46.02666667,1.356666667,73.06333333,19.5,29.29,21.89,36.5,18.1,39.09,0.5,766.3,88,2,40,-1.3,26.64772117,26.64772117
5065,2016/2/15 21:10,270,30,21.6,38.9,20.1,39.53,21,38.2,21.32333333,36.93333333,19.1,45.56666667,1.29,74.06333333,19.5,29.39,21.89,36.345,18.1,39.03,0.4,766.4166667,88.33333333,1.833333333,40,-1.333333333,9.905104514,9.905104514
5066,2016/2/15 21:20,70,30,21.6,38.76,20.1,39.36333333,20.89,38.23,21.29,37.03,19.13333333,45.02666667,1.1,74.06333333,19.42666667,29.32333333,21.945,36.545,18.1,38.79,0.3,766.5333333,88.66666667,1.666666667,40,-1.366666667,28.33830577,28.33830577
5067,2016/2/15 21:30,90,20,21.6,38.62666667,20.1,39.36333333,20.89,38.29,21.23,37.03,19.26,44.76666667,0.9,74.86333333,19.39,29.39,22,36.62666667,18.025,38.6175,0.2,766.65,89,1.5,40,-1.4,22.42102588,22.42102588
5068,2016/2/15 21:40,100,30,21.7,38.5,20.1,39.2,20.89,38.4,21.1,36.83333333,19.23,44.43,0.55,74.845,19.39,29.39,22,36.7,18,38.5,0.1,766.7666667,89.33333333,1.333333333,40,-1.433333333,39.48739392,39.48739392
5069,2016/2/15 21:50,100,30,21.7,38.43333333,20.1,39.12666667,20.89,38.43333333,21.03333333,36.62666667,19.29,44.15666667,-0.066666667,75.06666667,19.35666667,29.39,22,36.79,18.06666667,38.56,0,766.8833333,89.66666667,1.166666667,40,-1.466666667,16.20988513,16.20988513
5070,2016/2/15 22:00,90,30,21.73,38.36333333,20.1,39.06,20.96333333,38.5,20.96333333,36.7,19.39,43.72333333,-0.266666667,76.33333333,19.29,29.4175,21.92666667,36.79,18,38.36,-0.1,767,90,1,40,-1.5,20.79875814,20.79875814
5071,2016/2/15 22:10,70,30,21.73,38.29,20.1,38.93333333,20.96333333,38.4,20.89,36.76,19.39,43.46333333,-0.233333333,77.39333333,19.29,29.5,21.92666667,36.9,18,38.26,-0.183333333,767.1333333,90.16666667,1.166666667,40,-1.566666667,23.42621163,23.42621163
5072,2016/2/15 22:20,70,30,21.7,38.29,20.06666667,38.72333333,20.89,38.4,20.89,37.395,19.39,43.2,-0.5,76.79333333,19.29,29.66666667,21.92666667,36.96666667,18,38.06666667,-0.266666667,767.2666667,90.33333333,1.333333333,40,-1.633333333,9.849394998,9.849394998
5073,2016/2/15 22:30,80,20,21.7,38.43,20,38.72333333,20.89,38.53,20.89,37.73,19.39,43.12666667,-0.866666667,76.79333333,19.29,30.06666667,21.92666667,37.3,18,38.19333333,-0.35,767.4,90.5,1.5,40,-1.7,43.11944224,43.11944224
5074,2016/2/15 22:40,50,30,21.7,38.62666667,19.96333333,38.93333333,20.89,38.59,20.89,37.86333333,19.39,43.09,-1.066666667,77.39333333,19.29,30.32333333,22,37.69333333,18,38.46666667,-0.433333333,767.5333333,90.66666667,1.666666667,40,-1.766666667,4.868577665,4.868577665
5075,2016/2/15 22:50,60,30,21.63333333,38.62666667,19.89,39.06,20.89,38.65666667,20.89,38,19.39,43.09,-1.1,78.13333333,19.29,30.53,21.96333333,38.22666667,18,38.5,-0.516666667,767.6666667,90.83333333,1.833333333,40,-1.833333333,5.513560912,5.513560912
5076,2016/2/15 23:00,50,30,21.66666667,38.79,19.79,39.23,20.89,38.86333333,20.82333333,38,19.39,43.03,-1.1,78.99333333,19.29,30.76333333,21.89,38.69333333,18,38.5,-0.6,767.8,91,2,40,-1.9,0.273459731,0.273459731
5077,2016/2/15 23:10,50,30,21.6,38.8175,19.73,39.36333333,20.92666667,39.06666667,20.85666667,38.16333333,19.32333333,43,-1.23,78.59,19.29,31.03,21.89,39.19333333,18,38.62666667,-0.6,767.9333333,91.16666667,2,38.16666667,-1.883333333,43.09280812,43.09280812
5078,2016/2/15 23:20,50,30,21.53333333,38.96666667,19.66666667,39.5,21,39.2,20.79,38.16333333,19.32333333,43,-1.43,78.92333333,19.26,31.2,21.89,39.46666667,18,38.76,-0.6,768.0666667,91.33333333,2,36.33333333,-1.866666667,35.20549363,35.20549363
5079,2016/2/15 23:30,40,30,21.5,39,19.6,39.56,21,39.23,20.79,38.32666667,19.29,43,-1.463333333,79.56,19.26,31.32666667,21.82333333,39.65666667,18,38.82666667,-0.6,768.2,91.5,2,34.5,-1.85,49.83970735,49.83970735
5080,2016/2/15 23:40,60,30,21.5,39,19.56666667,39.73,21,39.36333333,20.93,38.52666667,19.29,43,-1.196666667,81.29333333,19.26,31.5,21.89,39.86333333,18,38.9,-0.6,768.3333333,91.66666667,2,32.66666667,-1.833333333,25.46802911,25.46802911
5081,2016/2/15 23:50,60,30,21.46333333,39,19.42666667,39.79,21,39.32666667,21.42666667,38.66333333,19.26,42.96666667,-1.263333333,80.42333333,19.2,31.5,21.79,40.06666667,18,39.03,-0.6,768.4666667,91.83333333,2,30.83333333,-1.816666667,36.59565125,36.59565125
5082,2016/2/16 0:00,60,30,21.39,39,19.39,39.845,21,39.46666667,21.96666667,38.59,19.2,42.9,-1.53,79.82333333,19.2,31.63333333,21.79,40.245,18,39.09,-0.6,768.6,92,2,29,-1.8,42.62171495,42.62171495
5083,2016/2/16 0:10,60,20,21.39,39.09,19.35666667,40.03,21,39.53,22.26,38.16,19.26,43,-1.73,80.06333333,19.2,31.76,21.76,40.4,18,39.2,-0.6,768.6666667,91.33333333,1.833333333,28.5,-1.9,16.02274363,16.02274363
5084,2016/2/16 0:20,60,30,21.39,39.09,19.23,40.03,21,39.53,22.13333333,37.82666667,19.2,43,-1.79,81.1175,19.2,31.82333333,21.7,40.46666667,18,39.26,-0.6,768.7333333,90.66666667,1.666666667,28,-2,15.31431181,15.31431181
5085,2016/2/16 0:30,60,30,21.29,39.09,19.2,40.12666667,21,39.59,22.06666667,37.76,19.2,43,-1.79,82.02666667,19.2,31.89,21.66666667,40.5,18,39.43333333,-0.6,768.8,90,1.5,27.5,-2.1,4.95106345,4.95106345
5086,2016/2/16 0:40,60,30,21.29,39.09,19.13333333,40.2,21,39.59,21.92666667,37.76,19.2,42.93333333,-1.79,81.89666667,19.16666667,32,21.6,40.5,18,39.5675,-0.6,768.8666667,89.33333333,1.333333333,27,-2.2,37.07476117,37.07476117
5087,2016/2/16 0:50,50,10,21.29,39.09,19.06666667,40.29,21,39.7,21.85666667,37.93333333,19.1,43,-1.79,81.69,19.1,32.06,21.55,40.745,18,39.66333333,-0.6,768.9333333,88.66666667,1.166666667,26.5,-2.3,39.1912289,39.1912289
5088,2016/2/16 1:00,50,10,21.23,39.09,19,40.29,21,39.76,21.73,37.93333333,19.1,43,-1.826666667,81.7,19.1,32.09,21.5,41.19333333,17.92666667,39.7,-0.6,769,88,1,26,-2.4,34.32083594,34.32083594
5089,2016/2/16 1:10,30,0,21.2,39.09,19,40.16333333,21.06666667,39.76,21.56666667,37.7,18.96333333,43.45666667,-1.826666667,81.56,19.1,32.1725,21.5,41.6,18,39.76,-0.766666667,769.1,89.16666667,1,25.5,-2.383333333,35.66954101,35.66954101
5090,2016/2/16 1:20,30,10,21.13333333,39.03,18.92666667,40.03,21.06666667,39.79,21.42666667,37.7,18.89,44.12333333,-1.963333333,80.86333333,19.1,32.2,21.5,41.96333333,18,39.9,-0.933333333,769.2,90.33333333,1,25,-2.366666667,5.68578901,5.68578901
5091,2016/2/16 1:30,30,10,21.1,38.9,18.85666667,39.93,21,39.73,21.34,37.9,18.79,44.75666667,-2.163333333,80.79666667,19.1,32.29,21.5,42.09,18,39.96666667,-1.1,769.3,91.5,1,24.5,-2.35,36.55127726,36.55127726
5092,2016/2/16 1:40,20,0,21.1,38.82666667,18.79,39.73,21,39.82666667,21.16666667,37.9,18.79,45.29666667,-2.26,81.53333333,19.1,32.36333333,21.39,42.03,18,40.03,-1.266666667,769.4,92.66666667,1,24,-2.333333333,24.94075316,24.94075316
5093,2016/2/16 1:50,60,10,21.06666667,38.76,18.79,39.79,21,39.9,21.03333333,37.9,18.7,45.76666667,-2.2,81.93333333,19.06666667,32.26,21.39,42.22333333,18,40.16333333,-1.433333333,769.5,93.83333333,1,23.5,-2.316666667,22.66707536,22.66707536
5094,2016/2/16 2:00,50,10,21,38.62666667,18.73,39.73,20.96333333,39.93333333,20.85666667,37.9,18.7,46.175,-1.9,83.13333333,19,32.26,21.39,42.53,18,40.2,-1.6,769.6,95,1,23,-2.3,47.1863898,47.1863898
5095,2016/2/16 2:10,50,0,21,38.59,18.66666667,39.79,20.96333333,40,20.79,37.9,18.63333333,46.46666667,-1.966666667,82.66,19,32.4,21.32333333,42.59,18,40.26,-1.566666667,769.65,95.16666667,1,22.5,-2.233333333,24.03830747,24.03830747
5096,2016/2/16 2:20,40,10,20.92666667,38.53,18.6,39.79,21,40,20.7,37.93333333,18.6,46.62666667,-2.03,82.56,19,32.4,21.35666667,42.76666667,18,40.32666667,-1.533333333,769.7,95.33333333,1,22,-2.166666667,8.015016885,8.015016885
5097,2016/2/16 2:30,40,10,20.89,38.5,18.6,39.82666667,21,40,20.63333333,37.93333333,18.6,46.83333333,-2.09,82.36666667,19,32.4,21.29,42.9,18,40.4,-1.5,769.75,95.5,1,21.5,-2.1,21.96319251,21.96319251
5098,2016/2/16 2:40,50,0,20.85666667,38.36333333,18.6,39.9,21,40.03,20.5,37.9,18.56666667,47.03,-2.2,82.33,19,32.46666667,21.29,42.93333333,18,40.5,-1.466666667,769.8,95.66666667,1,21,-2.033333333,26.19655804,26.19655804
5099,2016/2/16 2:50,50,10,20.79,38.29,18.5,39.9,21,40.09,20.42666667,37.9,18.5,47.16333333,-2.2,82.12333333,18.96333333,32.5,21.29,42.93333333,18,40.5,-1.433333333,769.85,95.83333333,1,20.5,-1.966666667,28.50165439,28.50165439
